lh.aparc.foldind,lh_bankssts_foldind,lh_caudalanteriorcingulate_foldind,lh_caudalmiddlefrontal_foldind,lh_cuneus_foldind,lh_entorhinal_foldind,lh_fusiform_foldind,lh_inferiorparietal_foldind,lh_inferiortemporal_foldind,lh_isthmuscingulate_foldind,lh_lateraloccipital_foldind,lh_lateralorbitofrontal_foldind,lh_lingual_foldind,lh_medialorbitofrontal_foldind,lh_middletemporal_foldind,lh_parahippocampal_foldind,lh_paracentral_foldind,lh_parsopercularis_foldind,lh_parsorbitalis_foldind,lh_parstriangularis_foldind,lh_pericalcarine_foldind,lh_postcentral_foldind,lh_posteriorcingulate_foldind,lh_precentral_foldind,lh_precuneus_foldind,lh_rostralanteriorcingulate_foldind,lh_rostralmiddlefrontal_foldind,lh_superiorfrontal_foldind,lh_superiorparietal_foldind,lh_superiortemporal_foldind,lh_supramarginal_foldind,lh_frontalpole_foldind,lh_temporalpole_foldind,lh_transversetemporal_foldind,lh_insula_foldind,BrainSegVolNotVent,eTIV
29668,11.0,11.0,30.0,30.0,5.0,49.0,79.0,60.0,22.0,90.0,47.0,52.0,38.0,61.0,7.0,14.0,24.0,15.0,14.0,25.0,56.0,22.0,55.0,64.0,14.0,78.0,99.0,75.0,58.0,67.0,5.0,10.0,5.0,29.0,996286.0,1351733.208481
29669,8.0,12.0,25.0,28.0,7.0,38.0,70.0,62.0,11.0,82.0,21.0,50.0,24.0,47.0,7.0,15.0,21.0,13.0,12.0,30.0,48.0,18.0,53.0,59.0,11.0,72.0,83.0,78.0,60.0,56.0,12.0,8.0,9.0,15.0,1036547.0,1570867.914908
29670,13.0,12.0,26.0,29.0,5.0,46.0,71.0,41.0,19.0,75.0,32.0,44.0,39.0,51.0,6.0,12.0,21.0,9.0,14.0,18.0,45.0,21.0,45.0,47.0,14.0,88.0,89.0,63.0,31.0,68.0,7.0,8.0,5.0,24.0,1145378.0,1438007.436156
29671,9.0,22.0,25.0,30.0,4.0,49.0,66.0,63.0,18.0,99.0,40.0,56.0,32.0,54.0,4.0,15.0,24.0,12.0,17.0,24.0,44.0,25.0,53.0,59.0,20.0,93.0,100.0,93.0,49.0,55.0,8.0,12.0,5.0,24.0,1285436.0,1477897.113086
29674,7.0,9.0,22.0,22.0,4.0,41.0,54.0,51.0,14.0,74.0,33.0,44.0,39.0,49.0,6.0,13.0,17.0,12.0,13.0,12.0,49.0,25.0,46.0,48.0,4.0,70.0,84.0,77.0,44.0,51.0,8.0,10.0,5.0,18.0,1013391.0,1202300.289324
29675,8.0,14.0,24.0,25.0,2.0,47.0,64.0,50.0,16.0,79.0,49.0,65.0,33.0,47.0,4.0,12.0,16.0,14.0,21.0,28.0,52.0,21.0,70.0,49.0,15.0,86.0,81.0,71.0,41.0,54.0,6.0,8.0,6.0,28.0,1155958.0,1464993.813177
29676,6.0,15.0,23.0,22.0,3.0,49.0,64.0,51.0,12.0,73.0,40.0,42.0,39.0,53.0,3.0,10.0,15.0,12.0,18.0,14.0,46.0,18.0,78.0,55.0,8.0,91.0,78.0,68.0,48.0,49.0,9.0,10.0,5.0,20.0,1133070.0,1486911.608861
29677,12.0,19.0,20.0,22.0,4.0,46.0,51.0,45.0,19.0,93.0,40.0,50.0,20.0,44.0,4.0,13.0,18.0,15.0,25.0,23.0,104.0,24.0,59.0,61.0,17.0,89.0,106.0,79.0,64.0,66.0,7.0,7.0,6.0,30.0,1141122.0,1332740.295507
29678,10.0,10.0,33.0,24.0,7.0,43.0,58.0,62.0,19.0,88.0,38.0,42.0,38.0,52.0,10.0,18.0,16.0,14.0,18.0,21.0,99.0,23.0,86.0,53.0,8.0,109.0,92.0,83.0,50.0,82.0,8.0,13.0,7.0,26.0,1257974.0,1276286.283261
29679,16.0,13.0,35.0,27.0,3.0,42.0,72.0,65.0,17.0,78.0,45.0,52.0,46.0,58.0,4.0,14.0,16.0,11.0,19.0,25.0,69.0,24.0,54.0,58.0,10.0,95.0,99.0,82.0,60.0,47.0,5.0,9.0,5.0,19.0,1253317.0,1277470.244141
29728,11.0,9.0,44.0,34.0,11.0,80.0,84.0,58.0,18.0,119.0,51.0,49.0,51.0,72.0,16.0,24.0,33.0,20.0,24.0,30.0,85.0,24.0,98.0,76.0,19.0,139.0,164.0,123.0,77.0,70.0,8.0,13.0,9.0,43.0,1068385.0,1445996.878854
29729,10.0,11.0,33.0,29.0,6.0,55.0,86.0,71.0,24.0,105.0,43.0,50.0,38.0,80.0,7.0,17.0,20.0,14.0,16.0,14.0,83.0,26.0,54.0,63.0,14.0,93.0,103.0,104.0,60.0,89.0,7.0,12.0,7.0,34.0,1268376.0,1599698.028572
29730,4.0,13.0,31.0,29.0,9.0,52.0,71.0,67.0,19.0,99.0,59.0,70.0,36.0,67.0,8.0,18.0,26.0,19.0,26.0,22.0,49.0,27.0,67.0,74.0,21.0,153.0,120.0,105.0,73.0,72.0,6.0,14.0,9.0,36.0,1175999.0,1237307.717257
29731,8.0,13.0,39.0,29.0,5.0,49.0,88.0,77.0,22.0,101.0,50.0,55.0,51.0,66.0,5.0,16.0,27.0,19.0,21.0,16.0,71.0,29.0,62.0,74.0,15.0,122.0,103.0,88.0,60.0,95.0,10.0,7.0,11.0,33.0,1324581.0,1626332.457642
29732,7.0,6.0,32.0,36.0,10.0,64.0,77.0,52.0,16.0,120.0,39.0,56.0,26.0,66.0,17.0,17.0,27.0,12.0,22.0,25.0,81.0,23.0,65.0,81.0,17.0,96.0,121.0,114.0,60.0,95.0,9.0,9.0,5.0,32.0,1151296.0,1423486.930392
29733,14.0,11.0,26.0,37.0,6.0,60.0,80.0,62.0,21.0,124.0,47.0,84.0,37.0,47.0,20.0,18.0,26.0,16.0,24.0,32.0,78.0,22.0,66.0,65.0,16.0,116.0,126.0,97.0,58.0,77.0,6.0,12.0,6.0,26.0,1228439.0,1513701.537206
29734,14.0,11.0,39.0,32.0,8.0,54.0,83.0,48.0,29.0,115.0,45.0,63.0,37.0,64.0,8.0,21.0,26.0,13.0,25.0,28.0,68.0,23.0,86.0,69.0,10.0,114.0,135.0,107.0,73.0,73.0,11.0,18.0,7.0,45.0,1144632.0,1548401.501495
29735,19.0,18.0,49.0,44.0,4.0,61.0,80.0,64.0,26.0,110.0,54.0,71.0,84.0,77.0,9.0,14.0,51.0,19.0,44.0,32.0,84.0,30.0,68.0,82.0,25.0,136.0,142.0,119.0,87.0,103.0,11.0,13.0,9.0,49.0,1363353.0,1625334.447972
29736,10.0,10.0,35.0,34.0,7.0,51.0,58.0,68.0,19.0,89.0,33.0,74.0,46.0,54.0,6.0,19.0,24.0,12.0,23.0,27.0,75.0,22.0,69.0,67.0,7.0,91.0,139.0,90.0,69.0,103.0,12.0,14.0,7.0,26.0,1210710.0,1560952.519069
29737,8.0,9.0,51.0,28.0,2.0,57.0,96.0,73.0,20.0,102.0,52.0,39.0,53.0,53.0,9.0,23.0,32.0,17.0,20.0,14.0,77.0,34.0,70.0,73.0,7.0,130.0,144.0,101.0,77.0,83.0,10.0,12.0,12.0,30.0,1127543.0,1409132.912751
29738,15.0,7.0,33.0,34.0,9.0,63.0,107.0,72.0,19.0,106.0,49.0,60.0,47.0,75.0,7.0,21.0,26.0,15.0,33.0,21.0,86.0,19.0,79.0,78.0,20.0,104.0,135.0,94.0,56.0,93.0,8.0,13.0,9.0,36.0,1265183.0,1522747.199314
29739,8.0,9.0,25.0,31.0,6.0,54.0,94.0,56.0,16.0,96.0,54.0,62.0,46.0,62.0,5.0,13.0,33.0,18.0,23.0,23.0,58.0,20.0,61.0,74.0,21.0,128.0,112.0,101.0,55.0,70.0,8.0,18.0,8.0,36.0,1259485.0,1469062.702676
29740,7.0,7.0,27.0,38.0,3.0,57.0,82.0,60.0,18.0,98.0,33.0,63.0,52.0,54.0,14.0,15.0,18.0,12.0,18.0,25.0,65.0,19.0,80.0,65.0,6.0,100.0,116.0,114.0,48.0,60.0,10.0,10.0,6.0,24.0,1121076.0,1334328.621712
29741,8.0,7.0,22.0,26.0,9.0,50.0,96.0,42.0,18.0,110.0,27.0,56.0,31.0,58.0,5.0,14.0,25.0,18.0,53.0,22.0,76.0,19.0,68.0,48.0,10.0,79.0,130.0,97.0,62.0,79.0,5.0,8.0,8.0,35.0,956579.0,1425132.509415
29742,6.0,10.0,34.0,16.0,9.0,51.0,58.0,59.0,17.0,106.0,23.0,23.0,32.0,59.0,8.0,38.0,28.0,12.0,19.0,6.0,75.0,17.0,83.0,47.0,16.0,63.0,116.0,94.0,51.0,109.0,4.0,10.0,5.0,18.0,828028.0,1427499.15696
29743,17.0,10.0,24.0,28.0,5.0,35.0,83.0,51.0,17.0,91.0,36.0,50.0,33.0,45.0,6.0,18.0,22.0,15.0,25.0,18.0,68.0,16.0,54.0,54.0,16.0,87.0,126.0,93.0,61.0,79.0,13.0,13.0,10.0,26.0,1039447.0,1286137.33096
29744,16.0,10.0,43.0,36.0,6.0,59.0,77.0,57.0,19.0,115.0,56.0,64.0,39.0,75.0,10.0,20.0,28.0,14.0,23.0,18.0,62.0,21.0,74.0,80.0,8.0,136.0,132.0,106.0,66.0,75.0,13.0,10.0,11.0,30.0,1120483.0,1395659.658842
29745,12.0,11.0,41.0,32.0,5.0,56.0,72.0,56.0,18.0,91.0,41.0,67.0,48.0,71.0,12.0,25.0,22.0,13.0,19.0,24.0,61.0,23.0,99.0,48.0,9.0,120.0,137.0,82.0,68.0,56.0,8.0,13.0,7.0,28.0,1065252.0,1333052.308107
29746,15.0,10.0,36.0,35.0,5.0,67.0,82.0,64.0,22.0,99.0,52.0,70.0,41.0,85.0,9.0,12.0,38.0,20.0,26.0,26.0,60.0,22.0,59.0,85.0,36.0,127.0,128.0,141.0,71.0,67.0,17.0,14.0,6.0,42.0,1121970.0,1387826.89137
29747,6.0,11.0,34.0,35.0,12.0,53.0,75.0,43.0,22.0,89.0,39.0,65.0,52.0,69.0,12.0,18.0,35.0,14.0,19.0,27.0,70.0,23.0,61.0,69.0,7.0,128.0,125.0,117.0,62.0,87.0,11.0,10.0,9.0,28.0,1112411.0,1288333.224916
29748,8.0,9.0,26.0,32.0,4.0,65.0,82.0,51.0,17.0,110.0,30.0,59.0,30.0,48.0,8.0,13.0,33.0,13.0,16.0,20.0,61.0,22.0,56.0,50.0,5.0,125.0,113.0,99.0,40.0,63.0,6.0,12.0,7.0,27.0,1064515.0,1244295.394963
29749,8.0,9.0,24.0,24.0,6.0,51.0,90.0,71.0,18.0,96.0,30.0,54.0,33.0,49.0,9.0,23.0,30.0,16.0,23.0,19.0,65.0,17.0,60.0,69.0,11.0,103.0,121.0,105.0,75.0,84.0,9.0,11.0,8.0,25.0,1073095.0,1294454.175381
29750,10.0,8.0,30.0,32.0,5.0,69.0,82.0,66.0,18.0,117.0,50.0,79.0,41.0,53.0,5.0,15.0,23.0,21.0,27.0,21.0,61.0,31.0,65.0,66.0,9.0,134.0,107.0,108.0,57.0,70.0,10.0,13.0,9.0,36.0,1245423.0,1371270.336661
29751,8.0,9.0,35.0,28.0,7.0,53.0,73.0,39.0,21.0,95.0,33.0,56.0,25.0,54.0,6.0,23.0,22.0,19.0,19.0,17.0,68.0,21.0,99.0,71.0,7.0,52.0,111.0,96.0,65.0,70.0,6.0,13.0,7.0,50.0,939303.0,1462187.129313
29752,20.0,11.0,35.0,31.0,7.0,58.0,86.0,50.0,16.0,107.0,46.0,61.0,27.0,52.0,9.0,20.0,25.0,14.0,30.0,16.0,88.0,35.0,67.0,66.0,21.0,126.0,115.0,88.0,74.0,80.0,10.0,12.0,10.0,29.0,1302278.0,1575994.429733
29753,9.0,10.0,28.0,22.0,5.0,50.0,74.0,39.0,22.0,99.0,47.0,76.0,33.0,56.0,10.0,20.0,32.0,18.0,30.0,22.0,61.0,31.0,64.0,66.0,13.0,118.0,119.0,98.0,53.0,99.0,9.0,14.0,9.0,28.0,1187852.0,1283170.710707
29754,8.0,9.0,26.0,25.0,6.0,54.0,72.0,44.0,15.0,83.0,40.0,46.0,34.0,63.0,8.0,16.0,24.0,11.0,20.0,14.0,49.0,20.0,48.0,67.0,12.0,109.0,116.0,82.0,41.0,47.0,7.0,8.0,8.0,27.0,1043250.0,1176049.797727
29755,11.0,13.0,38.0,29.0,6.0,51.0,110.0,89.0,24.0,106.0,44.0,64.0,31.0,69.0,8.0,23.0,38.0,15.0,45.0,20.0,80.0,34.0,75.0,66.0,21.0,149.0,142.0,114.0,67.0,82.0,9.0,10.0,10.0,37.0,1279263.0,1530228.196307
29756,6.0,9.0,33.0,35.0,4.0,44.0,68.0,43.0,19.0,90.0,38.0,61.0,38.0,45.0,7.0,18.0,19.0,12.0,17.0,25.0,66.0,18.0,66.0,55.0,9.0,111.0,102.0,72.0,41.0,66.0,12.0,11.0,6.0,35.0,1098988.0,1404693.467391
29757,11.0,13.0,34.0,45.0,4.0,62.0,89.0,78.0,16.0,105.0,54.0,65.0,56.0,80.0,10.0,18.0,27.0,25.0,20.0,32.0,61.0,31.0,66.0,78.0,19.0,133.0,116.0,104.0,65.0,87.0,10.0,12.0,7.0,27.0,1329613.0,1696079.706121
29758,11.0,9.0,33.0,26.0,5.0,60.0,80.0,54.0,17.0,79.0,33.0,50.0,37.0,76.0,13.0,16.0,34.0,11.0,18.0,20.0,58.0,18.0,55.0,50.0,12.0,79.0,112.0,84.0,60.0,79.0,7.0,9.0,10.0,31.0,1103453.0,1456205.220224
29759,11.0,13.0,27.0,29.0,5.0,58.0,82.0,70.0,22.0,108.0,46.0,46.0,39.0,67.0,8.0,20.0,29.0,20.0,20.0,22.0,69.0,27.0,61.0,58.0,15.0,130.0,119.0,103.0,53.0,73.0,22.0,11.0,10.0,31.0,1178125.0,1447774.590878
29794,10.0,12.0,30.0,24.0,5.0,65.0,69.0,77.0,17.0,92.0,44.0,55.0,45.0,64.0,7.0,18.0,19.0,18.0,24.0,17.0,75.0,23.0,80.0,57.0,31.0,112.0,134.0,89.0,61.0,73.0,8.0,8.0,6.0,39.0,1412240.0,1849436.414779
29795,8.0,15.0,28.0,24.0,4.0,48.0,49.0,51.0,15.0,89.0,37.0,43.0,26.0,49.0,5.0,23.0,15.0,11.0,12.0,19.0,80.0,26.0,70.0,54.0,13.0,78.0,91.0,63.0,40.0,55.0,5.0,8.0,5.0,31.0,1211824.0,1586990.902514
29796,16.0,11.0,42.0,32.0,9.0,56.0,74.0,65.0,20.0,100.0,47.0,56.0,38.0,53.0,8.0,15.0,24.0,22.0,26.0,31.0,90.0,21.0,110.0,80.0,14.0,131.0,140.0,126.0,61.0,81.0,8.0,13.0,9.0,22.0,1484550.0,2097356.287321
29797,8.0,16.0,25.0,36.0,5.0,57.0,75.0,71.0,22.0,105.0,46.0,71.0,33.0,66.0,5.0,18.0,21.0,13.0,20.0,30.0,65.0,22.0,71.0,72.0,16.0,120.0,101.0,96.0,48.0,67.0,9.0,8.0,6.0,22.0,1298682.0,1474565.398987
29798,7.0,10.0,24.0,25.0,4.0,54.0,63.0,55.0,16.0,84.0,33.0,45.0,35.0,56.0,7.0,9.0,17.0,13.0,19.0,18.0,56.0,20.0,66.0,57.0,10.0,92.0,89.0,80.0,55.0,57.0,8.0,9.0,7.0,20.0,1157581.0,1207429.125265
29799,10.0,14.0,33.0,25.0,5.0,44.0,76.0,53.0,15.0,74.0,47.0,45.0,34.0,48.0,7.0,17.0,24.0,12.0,23.0,15.0,134.0,21.0,125.0,64.0,20.0,85.0,116.0,107.0,43.0,67.0,6.0,9.0,6.0,24.0,1252139.0,1736767.224488
29800,11.0,16.0,37.0,25.0,8.0,44.0,55.0,49.0,15.0,87.0,34.0,45.0,39.0,46.0,5.0,14.0,15.0,14.0,23.0,17.0,96.0,23.0,120.0,59.0,12.0,111.0,107.0,75.0,44.0,59.0,9.0,9.0,6.0,22.0,1254351.0,1407270.002782
29864,16.0,10.0,47.0,31.0,13.0,55.0,87.0,75.0,23.0,133.0,51.0,63.0,39.0,75.0,8.0,15.0,39.0,24.0,30.0,21.0,69.0,21.0,66.0,80.0,18.0,113.0,135.0,125.0,69.0,80.0,9.0,11.0,9.0,21.0,1380840.0,1636426.916883
29865,9.0,13.0,42.0,28.0,8.0,73.0,76.0,76.0,16.0,130.0,55.0,51.0,36.0,73.0,8.0,19.0,37.0,23.0,28.0,18.0,73.0,18.0,73.0,66.0,17.0,139.0,154.0,93.0,79.0,78.0,8.0,8.0,9.0,40.0,1405764.0,1712573.385199
29866,4.0,8.0,31.0,37.0,8.0,46.0,95.0,64.0,20.0,127.0,40.0,49.0,34.0,67.0,6.0,14.0,24.0,15.0,16.0,21.0,64.0,16.0,48.0,59.0,12.0,109.0,93.0,85.0,48.0,86.0,7.0,8.0,7.0,26.0,1058482.0,1231675.403069
29867,14.0,8.0,30.0,29.0,5.0,53.0,77.0,44.0,15.0,104.0,51.0,60.0,37.0,45.0,7.0,14.0,24.0,13.0,16.0,18.0,65.0,14.0,59.0,52.0,17.0,106.0,118.0,79.0,43.0,57.0,9.0,9.0,8.0,21.0,959684.0,1134201.359999
29868,15.0,8.0,47.0,34.0,5.0,52.0,74.0,60.0,20.0,106.0,51.0,50.0,43.0,64.0,8.0,18.0,32.0,20.0,30.0,23.0,54.0,22.0,62.0,58.0,21.0,142.0,159.0,82.0,80.0,58.0,11.0,14.0,8.0,37.0,1262299.0,1630222.123042
29869,7.0,12.0,28.0,31.0,10.0,42.0,81.0,62.0,23.0,87.0,48.0,55.0,42.0,61.0,6.0,18.0,28.0,13.0,24.0,14.0,76.0,22.0,52.0,56.0,9.0,115.0,110.0,96.0,52.0,71.0,7.0,12.0,7.0,56.0,1144684.0,1330403.332139
29870,12.0,9.0,41.0,34.0,7.0,63.0,67.0,56.0,33.0,125.0,43.0,67.0,40.0,57.0,9.0,18.0,29.0,15.0,25.0,25.0,113.0,20.0,68.0,84.0,23.0,104.0,120.0,121.0,73.0,65.0,8.0,13.0,10.0,38.0,1200524.0,1425589.267593
29871,13.0,14.0,32.0,21.0,6.0,45.0,87.0,51.0,13.0,78.0,33.0,36.0,34.0,59.0,10.0,19.0,24.0,10.0,15.0,13.0,72.0,24.0,63.0,44.0,12.0,91.0,116.0,85.0,60.0,52.0,7.0,13.0,5.0,28.0,989759.0,1183642.681114
29872,13.0,10.0,32.0,26.0,6.0,59.0,100.0,63.0,18.0,105.0,39.0,49.0,38.0,65.0,9.0,18.0,30.0,16.0,24.0,13.0,87.0,18.0,57.0,62.0,16.0,113.0,109.0,95.0,62.0,96.0,7.0,9.0,10.0,35.0,1386130.0,1702456.918095
29873,14.0,9.0,39.0,28.0,6.0,44.0,58.0,180.0,14.0,71.0,40.0,51.0,42.0,44.0,12.0,25.0,37.0,12.0,23.0,20.0,58.0,33.0,72.0,51.0,4.0,103.0,122.0,86.0,66.0,93.0,7.0,15.0,10.0,27.0,1027868.0,1544290.872103
29874,7.0,9.0,22.0,22.0,13.0,55.0,75.0,48.0,17.0,107.0,52.0,53.0,39.0,46.0,9.0,12.0,23.0,15.0,22.0,11.0,68.0,19.0,52.0,46.0,14.0,106.0,108.0,67.0,60.0,86.0,11.0,12.0,6.0,28.0,1161823.0,1434864.418989
29875,4.0,5.0,35.0,27.0,6.0,57.0,78.0,47.0,13.0,101.0,40.0,46.0,39.0,59.0,11.0,13.0,19.0,15.0,19.0,17.0,66.0,15.0,56.0,61.0,5.0,104.0,125.0,133.0,59.0,71.0,7.0,11.0,7.0,28.0,1059927.0,1261125.794996
29876,6.0,9.0,31.0,39.0,7.0,46.0,87.0,62.0,16.0,111.0,50.0,53.0,41.0,55.0,11.0,16.0,24.0,20.0,28.0,27.0,81.0,26.0,61.0,72.0,10.0,106.0,120.0,91.0,62.0,67.0,7.0,10.0,13.0,35.0,1253591.0,1417676.527638
29877,9.0,8.0,50.0,28.0,8.0,72.0,110.0,79.0,20.0,99.0,51.0,43.0,48.0,76.0,11.0,29.0,25.0,19.0,21.0,16.0,80.0,26.0,66.0,69.0,13.0,109.0,140.0,87.0,71.0,88.0,13.0,10.0,8.0,35.0,1106660.0,1337481.081951
29878,7.0,8.0,29.0,15.0,12.0,55.0,71.0,57.0,18.0,105.0,35.0,44.0,18.0,44.0,8.0,38.0,23.0,16.0,17.0,9.0,62.0,18.0,96.0,47.0,12.0,74.0,106.0,66.0,45.0,63.0,8.0,14.0,7.0,31.0,854761.0,1366493.308552
29879,14.0,8.0,39.0,34.0,7.0,73.0,79.0,74.0,16.0,113.0,48.0,50.0,53.0,67.0,8.0,22.0,38.0,18.0,35.0,22.0,81.0,16.0,77.0,72.0,14.0,116.0,132.0,113.0,64.0,73.0,10.0,12.0,8.0,35.0,1260880.0,1423417.620513
29880,9.0,11.0,34.0,21.0,25.0,58.0,67.0,37.0,19.0,74.0,29.0,47.0,34.0,47.0,11.0,21.0,33.0,15.0,23.0,9.0,72.0,26.0,100.0,61.0,7.0,71.0,186.0,79.0,56.0,67.0,8.0,10.0,4.0,36.0,857698.0,1475743.861605
29881,10.0,6.0,24.0,30.0,7.0,45.0,58.0,38.0,15.0,91.0,28.0,60.0,31.0,53.0,9.0,13.0,21.0,13.0,17.0,27.0,86.0,18.0,62.0,59.0,3.0,86.0,103.0,91.0,57.0,66.0,5.0,8.0,7.0,23.0,1023842.0,1277546.942557
29882,7.0,11.0,49.0,37.0,10.0,61.0,59.0,56.0,21.0,99.0,47.0,62.0,39.0,69.0,9.0,27.0,38.0,20.0,24.0,20.0,77.0,21.0,100.0,59.0,15.0,105.0,172.0,72.0,57.0,66.0,8.0,13.0,10.0,40.0,1093171.0,1324084.527102
29883,13.0,9.0,21.0,36.0,8.0,60.0,121.0,53.0,17.0,148.0,52.0,56.0,40.0,56.0,10.0,18.0,32.0,21.0,28.0,17.0,67.0,24.0,73.0,78.0,10.0,84.0,110.0,70.0,49.0,69.0,6.0,17.0,6.0,39.0,1241215.0,1514404.454209
29884,12.0,8.0,42.0,42.0,14.0,62.0,106.0,82.0,24.0,127.0,61.0,75.0,42.0,67.0,10.0,19.0,21.0,16.0,22.0,28.0,87.0,18.0,67.0,53.0,15.0,143.0,134.0,101.0,55.0,97.0,7.0,11.0,12.0,28.0,1272106.0,1538649.617614
29885,10.0,11.0,28.0,26.0,9.0,58.0,85.0,75.0,15.0,108.0,53.0,45.0,41.0,80.0,7.0,20.0,17.0,13.0,20.0,12.0,74.0,27.0,61.0,62.0,24.0,110.0,110.0,101.0,49.0,73.0,13.0,14.0,7.0,24.0,1165937.0,1431243.319322
29886,13.0,12.0,49.0,23.0,8.0,69.0,117.0,55.0,21.0,115.0,47.0,46.0,37.0,74.0,12.0,21.0,29.0,14.0,24.0,11.0,78.0,36.0,60.0,82.0,13.0,124.0,153.0,134.0,62.0,80.0,8.0,13.0,7.0,48.0,1364570.0,1644583.69103
29887,5.0,9.0,25.0,30.0,5.0,48.0,63.0,48.0,16.0,79.0,37.0,51.0,38.0,49.0,7.0,17.0,20.0,10.0,20.0,11.0,67.0,24.0,62.0,60.0,12.0,87.0,101.0,74.0,39.0,58.0,7.0,16.0,9.0,20.0,967177.0,1118885.02268
29888,24.0,11.0,44.0,34.0,4.0,55.0,106.0,58.0,16.0,120.0,54.0,58.0,39.0,80.0,10.0,15.0,28.0,23.0,29.0,30.0,82.0,28.0,60.0,70.0,22.0,160.0,131.0,90.0,73.0,68.0,9.0,10.0,12.0,39.0,1357910.0,1536365.957148
29889,16.0,8.0,22.0,25.0,9.0,50.0,72.0,47.0,15.0,81.0,33.0,52.0,30.0,54.0,8.0,13.0,25.0,11.0,22.0,16.0,48.0,14.0,63.0,58.0,6.0,114.0,103.0,80.0,57.0,70.0,7.0,12.0,7.0,24.0,936804.0,1196373.781405
29890,10.0,10.0,30.0,30.0,8.0,57.0,62.0,39.0,16.0,101.0,45.0,58.0,36.0,42.0,5.0,16.0,22.0,11.0,19.0,23.0,64.0,21.0,65.0,50.0,17.0,107.0,108.0,78.0,70.0,55.0,7.0,15.0,14.0,30.0,1132330.0,1328587.956005
29891,16.0,9.0,37.0,53.0,6.0,51.0,78.0,69.0,23.0,128.0,48.0,51.0,45.0,57.0,8.0,17.0,28.0,23.0,27.0,15.0,84.0,20.0,66.0,69.0,12.0,101.0,111.0,107.0,61.0,100.0,9.0,7.0,9.0,39.0,1169209.0,1360973.395764
29892,5.0,10.0,28.0,30.0,6.0,60.0,89.0,64.0,20.0,107.0,53.0,68.0,41.0,60.0,9.0,12.0,34.0,14.0,22.0,24.0,67.0,26.0,63.0,75.0,15.0,99.0,99.0,93.0,42.0,60.0,8.0,12.0,7.0,22.0,1143438.0,1298895.683481
29893,10.0,8.0,32.0,37.0,9.0,61.0,108.0,89.0,27.0,138.0,61.0,71.0,44.0,88.0,12.0,20.0,40.0,18.0,29.0,35.0,79.0,20.0,70.0,83.0,15.0,149.0,127.0,121.0,70.0,88.0,11.0,15.0,10.0,40.0,1428180.0,1718818.900063
29894,10.0,7.0,28.0,32.0,6.0,60.0,89.0,47.0,15.0,111.0,36.0,65.0,33.0,59.0,7.0,21.0,24.0,12.0,22.0,48.0,82.0,21.0,73.0,60.0,13.0,82.0,145.0,103.0,66.0,78.0,6.0,10.0,10.0,34.0,1084476.0,1458020.6248
29895,8.0,7.0,30.0,36.0,10.0,41.0,95.0,69.0,17.0,119.0,49.0,54.0,33.0,73.0,7.0,14.0,28.0,21.0,25.0,25.0,80.0,18.0,60.0,71.0,13.0,132.0,109.0,110.0,78.0,79.0,10.0,11.0,6.0,32.0,1133850.0,1361580.848135
29896,4.0,11.0,37.0,35.0,6.0,60.0,87.0,82.0,21.0,110.0,55.0,55.0,35.0,90.0,5.0,18.0,37.0,22.0,35.0,17.0,93.0,22.0,63.0,75.0,18.0,169.0,168.0,109.0,84.0,84.0,13.0,14.0,7.0,27.0,1158240.0,1317700.286252
29897,7.0,13.0,35.0,27.0,11.0,48.0,79.0,49.0,20.0,102.0,30.0,44.0,29.0,78.0,6.0,14.0,28.0,12.0,17.0,20.0,84.0,22.0,53.0,51.0,12.0,98.0,115.0,96.0,43.0,62.0,10.0,10.0,7.0,35.0,1102916.0,1378972.551545
29898,10.0,9.0,41.0,33.0,10.0,53.0,100.0,69.0,18.0,92.0,46.0,61.0,35.0,75.0,11.0,16.0,33.0,26.0,24.0,19.0,104.0,23.0,60.0,68.0,16.0,125.0,128.0,104.0,48.0,68.0,10.0,9.0,7.0,30.0,1192445.0,1438613.680459
29899,13.0,8.0,26.0,23.0,3.0,48.0,78.0,67.0,16.0,85.0,43.0,50.0,29.0,64.0,6.0,13.0,18.0,14.0,19.0,12.0,97.0,14.0,55.0,51.0,15.0,95.0,101.0,89.0,71.0,82.0,9.0,8.0,8.0,25.0,1111667.0,1336376.623456
29900,10.0,8.0,37.0,34.0,5.0,67.0,80.0,42.0,22.0,120.0,45.0,63.0,41.0,52.0,7.0,13.0,32.0,15.0,22.0,20.0,71.0,21.0,60.0,69.0,15.0,119.0,131.0,102.0,63.0,85.0,7.0,11.0,8.0,18.0,1150792.0,1421223.038398
29901,23.0,13.0,40.0,28.0,5.0,63.0,99.0,66.0,16.0,93.0,42.0,50.0,56.0,74.0,11.0,22.0,39.0,20.0,28.0,16.0,95.0,29.0,78.0,64.0,18.0,133.0,154.0,107.0,68.0,87.0,11.0,16.0,10.0,26.0,1303097.0,1611319.494401
29902,7.0,9.0,41.0,27.0,8.0,53.0,52.0,35.0,17.0,88.0,42.0,53.0,36.0,55.0,7.0,21.0,30.0,11.0,12.0,19.0,79.0,20.0,135.0,50.0,15.0,67.0,106.0,68.0,81.0,68.0,13.0,8.0,9.0,28.0,1037074.0,1466750.243453
