rh.aparc.thicknessstd,rh_bankssts_thicknessstd,rh_caudalanteriorcingulate_thicknessstd,rh_caudalmiddlefrontal_thicknessstd,rh_cuneus_thicknessstd,rh_entorhinal_thicknessstd,rh_fusiform_thicknessstd,rh_inferiorparietal_thicknessstd,rh_inferiortemporal_thicknessstd,rh_isthmuscingulate_thicknessstd,rh_lateraloccipital_thicknessstd,rh_lateralorbitofrontal_thicknessstd,rh_lingual_thicknessstd,rh_medialorbitofrontal_thicknessstd,rh_middletemporal_thicknessstd,rh_parahippocampal_thicknessstd,rh_paracentral_thicknessstd,rh_parsopercularis_thicknessstd,rh_parsorbitalis_thicknessstd,rh_parstriangularis_thicknessstd,rh_pericalcarine_thicknessstd,rh_postcentral_thicknessstd,rh_posteriorcingulate_thicknessstd,rh_precentral_thicknessstd,rh_precuneus_thicknessstd,rh_rostralanteriorcingulate_thicknessstd,rh_rostralmiddlefrontal_thicknessstd,rh_superiorfrontal_thicknessstd,rh_superiorparietal_thicknessstd,rh_superiortemporal_thicknessstd,rh_supramarginal_thicknessstd,rh_frontalpole_thicknessstd,rh_temporalpole_thicknessstd,rh_transversetemporal_thicknessstd,rh_insula_thicknessstd,BrainSegVolNotVent,eTIV
29677,0.626,0.837,0.711,0.393,0.923,0.754,0.601,0.757,0.718,0.468,0.808,0.573,0.666,0.799,0.704,0.58,0.641,0.7,0.726,0.422,0.667,0.68,0.636,0.572,0.715,0.804,0.73,0.564,0.611,0.61,0.578,0.831,0.47,0.962,1141122.0,1332740.295507
29678,0.61,0.524,0.625,0.823,1.025,0.716,0.728,0.837,0.891,0.552,0.839,0.643,0.881,0.828,0.829,0.674,0.523,0.865,0.679,0.401,0.657,0.705,0.795,0.679,0.772,0.705,0.647,0.61,0.782,0.663,0.739,0.992,0.491,0.94,1257974.0,1276286.283261
29679,0.593,0.759,0.665,0.545,0.748,0.692,0.677,0.729,0.875,0.589,0.846,0.624,0.832,0.808,0.695,0.767,0.742,0.818,0.705,0.494,0.705,0.869,0.86,0.701,0.7,0.659,0.808,0.634,0.693,0.694,0.82,0.868,0.618,0.889,1253317.0,1277470.244141
29728,0.539,0.649,0.63,0.702,0.986,0.867,0.773,0.847,0.943,0.786,0.814,0.779,0.704,0.858,0.0,0.578,0.681,0.838,0.746,0.764,0.658,0.966,0.61,0.82,0.759,0.685,0.69,0.691,0.758,0.8,0.814,0.68,0.661,0.976,1068385.0,1445996.878854
29729,0.462,0.585,0.572,0.539,1.003,0.647,0.503,0.764,0.81,0.522,0.678,0.653,0.741,0.67,0.59,0.548,0.478,0.694,0.632,0.494,0.569,0.799,0.559,0.528,0.817,0.687,0.701,0.551,0.57,0.532,0.768,0.682,0.37,0.737,1268376.0,1599698.028572
29730,0.46,0.943,0.575,0.517,1.01,0.667,0.568,0.662,0.905,0.594,0.728,0.658,0.74,0.646,0.782,0.567,0.533,0.716,0.6,0.467,0.627,0.749,0.527,0.542,0.727,0.601,0.652,0.553,0.615,0.516,0.535,0.751,0.468,0.782,1175999.0,1237307.717257
29731,0.4,0.813,0.573,0.534,0.795,0.644,0.564,0.659,0.877,0.555,0.754,0.629,0.717,0.669,0.601,0.571,0.515,0.754,0.59,0.528,0.656,0.803,0.574,0.556,0.639,0.662,0.656,0.475,0.59,0.572,0.713,0.843,0.374,0.716,1324581.0,1626332.457642
29732,0.506,0.746,0.533,0.662,0.831,0.629,0.639,0.749,0.85,0.545,0.787,0.628,0.934,0.777,0.704,0.525,0.556,0.677,0.777,0.506,0.633,0.644,0.569,0.589,0.751,0.711,0.669,0.603,0.664,0.594,0.656,0.655,0.531,0.893,1151296.0,1423486.930392
29733,0.598,0.635,0.548,0.548,0.621,0.724,0.637,0.66,0.942,0.69,0.752,0.713,0.689,0.725,0.824,0.539,0.57,0.808,0.633,0.449,0.623,0.806,0.517,0.622,0.803,0.676,0.693,0.551,0.588,0.573,0.698,1.021,0.433,0.72,1228439.0,1513701.537206
29734,0.511,0.958,0.683,0.676,0.704,0.756,0.658,0.831,0.904,0.763,0.878,0.725,0.846,0.783,0.825,0.664,0.682,0.75,0.759,0.698,0.673,0.932,0.772,0.653,0.936,0.747,0.792,0.602,0.787,0.727,0.622,0.9,0.678,0.989,1144632.0,1548401.501495
29735,0.33,0.874,0.526,0.505,0.807,0.502,0.509,0.679,0.827,0.538,0.704,0.624,0.664,0.612,0.588,0.611,0.457,0.734,0.498,0.423,0.587,0.882,0.497,0.546,0.761,0.574,0.622,0.496,0.564,0.517,0.652,0.65,0.441,0.718,1363353.0,1625334.447972
29736,0.6,0.705,0.662,0.565,1.136,0.703,0.673,0.797,0.94,0.631,0.868,0.625,0.925,0.853,0.808,0.554,0.754,0.872,0.643,0.445,0.606,0.835,0.625,0.643,0.909,0.722,0.772,0.566,0.67,0.698,0.664,0.888,0.571,0.875,1210710.0,1560952.519069
29737,0.491,0.708,0.649,0.538,0.611,0.623,0.532,0.764,0.837,0.564,0.729,0.619,0.811,0.636,0.684,0.528,0.573,0.766,0.588,0.361,0.588,0.889,0.554,0.608,0.728,0.649,0.688,0.544,0.643,0.558,0.676,0.635,0.395,0.827,1127543.0,1409132.912751
29738,0.492,0.884,0.656,0.565,0.936,0.717,0.642,0.708,0.97,0.593,0.778,0.58,0.805,0.723,0.712,0.657,0.618,0.807,0.689,0.511,0.636,0.897,0.577,0.582,0.841,0.652,0.771,0.586,0.698,0.641,0.7,0.877,0.491,0.862,1265183.0,1522747.199314
29739,0.453,0.864,0.686,0.584,0.769,0.807,0.679,0.735,0.882,0.644,0.822,0.709,0.822,0.732,0.751,0.683,0.545,0.814,0.77,0.533,0.75,0.879,0.64,0.693,0.899,0.761,0.76,0.607,0.673,0.689,0.844,0.904,0.49,0.757,1259485.0,1469062.702676
29740,0.557,0.845,0.692,0.65,0.742,0.701,0.707,0.76,0.909,0.652,0.834,0.739,0.832,0.766,0.725,0.623,0.661,0.792,0.756,0.581,0.797,0.877,0.584,0.705,0.783,0.755,0.691,0.616,0.774,0.592,0.877,0.682,0.473,0.778,1121076.0,1334328.621712
29741,0.532,0.794,0.679,0.604,0.878,0.806,0.746,0.867,0.974,0.704,0.836,0.747,0.998,0.777,0.866,0.812,0.906,0.903,0.727,0.53,0.776,0.977,0.674,0.764,0.925,0.874,0.785,0.61,0.799,0.793,0.97,0.701,0.561,1.044,956579.0,1425132.509415
29742,0.559,0.615,0.722,0.723,0.895,0.889,0.785,0.643,0.842,1.058,0.765,0.891,0.817,0.744,0.805,0.648,0.696,0.713,0.695,0.736,0.732,0.712,0.684,0.828,0.916,0.776,0.778,0.769,0.69,0.763,0.714,0.714,0.811,0.925,828028.0,1427499.15696
29743,0.466,0.734,0.629,0.549,0.926,0.663,0.665,0.676,0.865,0.548,0.838,0.66,0.928,0.67,0.864,0.562,0.515,0.921,0.638,0.44,0.601,0.886,0.554,0.644,1.012,0.767,0.76,0.64,0.726,0.586,0.856,0.809,0.486,0.872,1039447.0,1286137.33096
29744,0.469,0.898,0.631,0.626,0.776,0.732,0.713,0.787,0.968,0.636,0.735,0.738,0.917,0.763,0.834,0.634,0.682,0.823,0.732,0.613,0.707,0.921,0.656,0.663,0.941,0.738,0.796,0.64,0.792,0.787,0.754,0.833,0.447,0.911,1120483.0,1395659.658842
29745,0.54,0.878,0.601,0.555,0.825,0.758,0.607,0.829,1.009,0.578,0.934,0.687,0.873,0.771,0.773,0.776,0.756,0.813,0.718,0.43,0.721,0.948,0.675,0.604,0.893,0.74,0.813,0.544,0.748,0.711,0.765,1.086,0.619,1.001,1065252.0,1333052.308107
29746,0.374,0.945,0.529,0.564,0.823,0.589,0.471,0.615,0.993,0.519,0.663,0.637,0.642,0.616,0.664,0.632,0.46,0.636,0.442,0.486,0.579,0.866,0.47,0.56,0.656,0.614,0.654,0.538,0.524,0.521,0.615,0.724,0.487,0.801,1121970.0,1387826.89137
29747,0.459,0.779,0.471,0.495,0.887,0.63,0.584,0.754,0.887,0.588,0.654,0.665,0.82,0.666,0.652,0.447,0.477,0.676,0.556,0.506,0.732,0.848,0.538,0.585,0.668,0.652,0.631,0.494,0.585,0.625,0.788,0.724,0.569,0.747,1112411.0,1288333.224916
29748,0.385,0.75,0.545,0.595,0.998,0.632,0.564,0.699,1.022,0.613,0.841,0.623,0.888,0.76,0.819,0.498,0.512,0.746,0.642,0.592,0.649,0.875,0.495,0.689,0.788,0.693,0.674,0.54,0.654,0.585,0.883,0.96,0.55,0.947,1064515.0,1244295.394963
29749,0.422,0.892,0.526,0.632,0.896,0.611,0.628,0.697,1.03,0.592,0.789,0.653,0.937,0.631,0.941,0.577,0.563,0.767,0.564,0.446,0.625,0.873,0.575,0.695,0.998,0.714,0.638,0.52,0.664,0.576,0.664,0.961,0.456,0.796,1073095.0,1294454.175381
29750,0.417,0.889,0.656,0.533,0.695,0.609,0.545,0.739,1.078,0.589,0.717,0.662,0.864,0.714,0.679,0.519,0.575,0.792,0.602,0.562,0.73,0.985,0.591,0.591,0.922,0.606,0.731,0.641,0.619,0.624,0.784,0.733,0.52,0.928,1245423.0,1371270.336661
29751,0.659,0.767,0.787,0.681,0.828,0.812,0.686,0.811,0.976,0.871,0.776,0.844,0.909,0.883,0.866,0.718,0.838,0.831,0.746,0.719,0.845,0.805,0.77,0.788,0.74,0.792,0.957,0.77,0.89,0.82,0.919,1.006,0.712,1.157,939303.0,1462187.129313
29752,0.506,0.964,0.636,0.567,0.962,0.654,0.738,0.806,0.998,0.694,0.876,0.596,0.893,0.73,0.697,0.572,0.517,0.884,0.747,0.533,0.713,0.979,0.674,0.679,0.966,0.725,0.791,0.681,0.641,0.726,0.693,0.891,0.483,0.884,1302278.0,1575994.429733
29753,0.446,0.669,0.621,0.629,0.761,0.618,0.538,0.703,0.949,0.633,0.705,0.677,0.762,0.666,0.84,0.526,0.462,0.742,0.591,0.541,0.716,0.73,0.575,0.618,0.75,0.63,0.725,0.634,0.613,0.565,0.637,0.699,0.404,0.662,1187852.0,1283170.710707
29754,0.439,0.677,0.586,0.611,0.663,0.648,0.651,0.743,1.095,0.634,0.688,0.653,0.888,0.714,0.762,0.518,0.503,0.867,0.655,0.395,0.692,0.856,0.596,0.625,0.785,0.773,0.666,0.639,0.714,0.588,0.846,0.742,0.549,0.8,1043250.0,1176049.797727
29755,0.374,0.877,0.549,0.496,0.784,0.645,0.511,0.665,0.95,0.621,0.692,0.682,0.792,0.662,0.616,0.539,0.565,0.745,0.639,0.473,0.663,0.785,0.482,0.595,0.695,0.642,0.587,0.55,0.613,0.587,0.732,0.746,0.493,0.847,1279263.0,1530228.196307
29756,0.466,0.733,0.59,0.585,0.945,0.596,0.602,0.707,0.605,0.564,0.706,0.645,0.767,0.705,0.786,0.55,0.594,0.602,0.641,0.595,0.592,0.728,0.498,0.594,0.715,0.621,0.669,0.528,0.58,0.588,0.567,0.919,0.412,0.758,1098988.0,1404693.467391
29757,0.611,0.826,0.465,0.582,0.741,0.573,0.519,0.609,0.863,0.541,0.702,0.589,0.705,0.596,0.734,0.51,0.382,0.671,0.576,0.436,0.56,0.876,0.494,0.513,0.753,0.62,0.543,0.474,0.58,0.488,0.686,0.943,0.388,0.828,1329613.0,1696079.706121
29758,0.512,0.807,0.672,0.548,0.816,0.676,0.565,0.687,0.867,0.528,0.937,0.668,0.771,0.719,0.808,0.706,0.533,0.784,0.768,0.499,0.636,0.786,0.573,0.639,0.776,0.7,0.729,0.537,0.616,0.556,0.715,0.861,0.398,0.834,1103453.0,1456205.220224
29759,0.405,0.954,0.458,0.676,0.86,0.617,0.59,0.623,0.841,0.501,0.804,0.676,0.699,0.645,0.749,0.578,0.493,0.854,0.62,0.511,0.591,0.839,0.555,0.618,0.906,0.665,0.699,0.556,0.585,0.529,0.826,0.592,0.299,0.865,1178125.0,1447774.590878
29794,0.437,0.74,0.747,0.508,0.901,0.618,0.71,0.777,0.788,0.644,0.845,0.608,0.728,0.796,0.639,0.657,0.65,0.845,0.655,0.511,0.783,0.909,0.739,0.656,0.679,0.668,0.765,0.661,0.748,0.713,0.632,0.878,0.563,0.828,1412240.0,1849436.414779
29795,0.547,0.838,0.597,0.617,0.783,0.659,0.631,0.782,0.853,0.625,0.894,0.615,0.737,0.717,0.751,0.608,0.579,0.696,0.681,0.381,0.745,0.896,0.716,0.657,0.615,0.681,0.742,0.655,0.675,0.735,0.467,0.708,0.528,0.793,1211824.0,1586990.902514
29796,0.555,0.862,0.649,0.533,1.005,0.601,0.651,0.783,0.769,0.579,0.878,0.648,0.831,0.829,0.973,0.639,0.664,0.793,0.633,0.362,0.693,0.902,0.843,0.602,0.741,0.673,0.666,0.57,0.782,0.729,0.809,1.036,0.472,0.882,1484550.0,2097356.287321
29797,0.569,0.85,0.611,0.583,0.824,0.601,0.741,0.636,0.781,0.567,0.79,0.655,0.779,0.759,0.704,0.669,0.694,0.604,0.696,0.437,0.701,0.981,0.827,0.643,0.748,0.645,0.721,0.665,0.692,0.721,0.534,0.887,0.519,0.788,1298682.0,1474565.398987
29798,0.67,0.971,0.668,0.596,0.876,0.728,0.758,0.726,0.913,0.647,0.933,0.626,0.726,0.729,0.902,0.599,0.614,0.787,0.706,0.394,0.715,0.872,0.702,0.72,0.728,0.714,0.931,0.717,0.677,0.731,0.71,0.753,0.501,0.833,1157581.0,1207429.125265
29799,0.698,0.808,0.645,0.439,0.869,0.66,0.694,0.71,0.772,0.575,0.711,0.507,0.643,0.829,0.884,0.545,0.592,0.713,0.602,0.335,0.9,0.931,0.793,0.591,0.58,0.671,0.698,0.698,0.769,0.742,0.466,0.603,0.474,1.002,1252139.0,1736767.224488
29800,0.399,0.626,0.576,0.618,0.853,0.645,0.651,0.721,0.766,0.534,0.732,0.621,0.729,0.694,0.847,0.604,0.494,0.668,0.549,0.41,0.855,0.746,0.63,0.548,0.66,0.567,0.628,0.698,0.72,0.67,0.661,0.527,0.561,0.822,1254351.0,1407270.002782
29864,0.425,0.963,0.677,0.545,0.727,0.641,0.623,0.732,0.833,0.736,0.822,0.637,0.791,0.684,0.773,0.526,0.571,0.819,0.824,0.64,0.709,0.834,0.614,0.643,0.964,0.76,0.722,0.597,0.716,0.759,0.817,0.92,0.717,0.693,1380840.0,1636426.916883
29865,0.564,0.911,0.63,0.535,0.864,0.632,0.67,0.764,0.969,0.714,0.756,0.702,0.691,0.791,0.673,0.591,0.652,0.804,0.649,0.475,0.807,0.949,0.651,0.593,0.655,0.736,0.723,0.66,0.724,0.679,0.833,1.007,0.575,0.824,1405764.0,1712573.385199
29866,0.517,0.907,0.59,0.571,0.763,0.677,0.66,0.78,1.032,0.608,0.824,0.666,0.881,0.77,0.69,0.554,0.549,0.836,0.623,0.609,0.687,0.905,0.538,0.643,0.961,0.753,0.712,0.596,0.711,0.7,1.012,0.879,0.383,0.833,1058482.0,1231675.403069
29867,0.489,0.936,0.69,0.579,0.839,0.555,0.672,0.74,0.966,0.663,0.749,0.662,0.963,0.784,0.682,0.505,0.485,0.699,0.73,0.427,0.753,0.908,0.661,0.65,0.885,0.742,0.739,0.623,0.691,0.624,0.847,0.731,0.372,0.78,959684.0,1134201.359999
29868,0.522,0.945,0.621,0.498,0.955,0.703,0.738,0.817,0.95,0.627,0.71,0.682,0.79,0.784,0.743,0.538,0.568,0.706,0.593,0.485,0.681,0.825,0.633,0.584,0.737,0.683,0.671,0.602,0.655,0.621,0.893,0.713,0.385,0.748,1262299.0,1630222.123042
29869,0.441,0.825,0.675,0.539,0.799,0.693,0.708,0.783,0.9,0.65,0.818,0.637,0.764,0.745,0.634,0.538,0.552,0.737,0.711,0.504,0.705,0.857,0.594,0.664,0.682,0.663,0.733,0.612,0.713,0.662,0.826,0.827,0.538,0.844,1144684.0,1330403.332139
29870,0.457,0.74,0.597,0.538,0.856,0.654,0.728,0.711,0.945,0.568,0.733,0.661,0.738,0.727,0.556,0.604,0.591,0.696,0.748,0.517,0.579,0.898,0.576,0.593,0.698,0.671,0.68,0.65,0.702,0.663,0.742,0.834,0.464,0.824,1200524.0,1425589.267593
29871,0.492,0.794,0.656,0.518,1.048,0.622,0.667,0.747,0.853,0.766,0.882,0.766,0.942,0.819,0.58,0.552,0.571,0.944,0.72,0.485,0.767,0.757,0.621,0.68,0.989,0.695,0.769,0.576,0.784,0.703,0.914,0.955,0.539,0.873,989759.0,1183642.681114
29872,0.566,0.912,0.561,0.563,0.797,0.587,0.657,0.717,1.138,0.596,0.635,0.668,0.641,0.876,1.003,0.529,0.512,0.673,0.793,0.453,0.829,1.01,0.728,0.589,0.74,0.662,0.711,0.658,0.688,0.722,0.539,0.634,0.565,0.616,1386130.0,1702456.918095
29873,0.594,0.741,0.824,0.699,0.821,0.691,0.806,0.819,0.937,0.725,0.852,0.706,0.927,0.711,0.793,0.892,0.643,0.748,0.636,0.573,0.796,0.994,0.772,0.808,0.901,0.76,0.942,0.684,0.753,0.67,1.012,0.734,0.791,0.924,1027868.0,1544290.872103
29874,0.449,0.917,0.629,0.645,0.881,0.618,0.622,0.667,1.068,0.72,0.771,0.653,0.65,0.798,0.791,0.669,0.747,0.943,0.724,0.53,0.794,0.768,0.616,0.662,0.852,0.75,0.768,0.565,0.712,0.699,0.875,0.91,0.495,0.787,1161823.0,1434864.418989
29875,0.468,0.834,0.745,0.585,0.745,0.713,0.721,0.789,0.885,0.66,0.875,0.659,0.983,0.87,0.643,0.589,0.673,0.89,0.879,0.484,0.83,0.859,0.777,0.727,0.943,0.769,0.766,0.606,0.782,0.771,0.89,0.855,0.467,0.777,1059927.0,1261125.794996
29876,0.394,0.917,0.593,0.639,0.964,0.489,0.58,0.689,0.915,0.584,0.624,0.561,0.728,0.713,0.644,0.594,0.56,0.648,0.675,0.512,0.656,0.841,0.616,0.507,0.651,0.62,0.704,0.626,0.624,0.656,0.565,0.664,0.329,0.708,1253591.0,1417676.527638
29877,0.541,0.925,0.634,0.535,0.621,0.588,0.634,0.709,0.915,0.618,0.774,0.645,0.884,0.689,0.756,0.521,0.534,0.811,0.751,0.473,0.747,0.91,0.658,0.639,0.774,0.659,0.702,0.603,0.708,0.662,0.643,0.981,0.451,0.918,1106660.0,1337481.081951
29878,0.88,0.927,0.857,0.657,0.823,0.88,0.731,0.827,0.783,0.877,0.778,0.855,0.98,0.916,0.891,0.882,0.874,0.807,0.802,0.644,0.8,1.025,0.804,0.811,0.919,0.761,0.963,0.757,0.756,0.902,0.778,0.793,0.736,0.945,854761.0,1366493.308552
29879,0.515,0.67,0.552,0.594,0.835,0.662,0.602,0.675,1.103,0.683,0.733,0.711,0.727,0.778,0.48,0.56,0.574,0.794,0.71,0.562,0.684,0.892,0.63,0.687,0.735,0.767,0.67,0.69,0.732,0.642,0.794,0.738,0.411,0.685,1260880.0,1423417.620513
29880,0.733,0.675,0.713,0.712,0.704,0.851,0.686,0.868,0.942,0.796,0.776,0.892,1.168,0.775,0.567,0.805,0.818,0.639,0.742,0.682,0.758,0.961,0.729,0.789,1.141,0.837,0.862,0.706,0.734,0.719,0.945,0.783,0.57,0.935,857698.0,1475743.861605
29881,0.492,0.679,0.607,0.652,0.747,0.705,0.67,0.7,0.873,0.701,0.791,0.631,0.917,0.745,0.74,0.615,0.647,0.973,0.718,0.504,0.782,0.959,0.656,0.679,0.971,0.787,0.83,0.621,0.684,0.605,0.814,0.871,0.71,0.809,1023842.0,1277546.942557
29882,0.604,0.837,0.653,0.633,0.816,0.609,0.721,0.722,0.979,0.608,0.795,0.753,0.747,0.847,0.743,0.6,0.684,0.951,0.774,0.516,0.73,0.755,0.671,0.627,0.856,0.714,0.815,0.665,0.713,0.689,0.74,0.731,0.474,0.812,1093171.0,1324084.527102
29883,0.578,0.846,0.77,0.576,0.893,0.825,0.806,0.728,0.979,0.793,0.799,0.678,0.892,0.815,0.87,0.684,0.711,0.889,0.929,0.603,0.692,0.871,0.76,0.781,0.986,0.883,0.939,0.772,0.795,0.838,0.701,0.961,0.588,0.89,1241215.0,1514404.454209
29884,0.512,0.645,0.608,0.702,0.644,0.657,0.649,0.749,0.883,0.696,0.735,0.604,0.771,0.757,0.711,0.589,0.625,0.855,0.622,0.534,0.732,0.796,0.672,0.705,0.643,0.605,0.731,0.602,0.692,0.663,0.857,0.877,0.597,0.799,1272106.0,1538649.617614
29885,0.561,0.975,0.636,0.478,0.827,0.682,0.669,0.768,1.002,0.595,0.743,0.651,0.764,0.815,0.698,0.614,0.602,0.911,0.853,0.495,0.698,1.015,0.643,0.783,0.613,0.674,0.72,0.573,0.678,0.728,0.744,0.865,0.534,0.913,1165937.0,1431243.319322
29886,0.468,0.863,0.712,0.549,0.943,0.606,0.702,0.847,0.964,0.667,0.828,0.676,0.749,0.812,0.781,0.522,0.694,0.799,0.672,0.515,0.802,0.815,0.703,0.624,0.57,0.653,0.705,0.674,0.698,0.714,0.681,0.907,0.439,0.887,1364570.0,1644583.69103
29887,0.475,0.794,0.937,0.875,0.742,0.96,0.728,0.87,0.928,0.654,0.942,1.073,0.886,0.807,0.99,0.63,0.731,0.786,0.784,0.681,0.848,0.874,0.712,0.706,0.882,0.694,0.796,0.789,0.724,0.861,0.782,0.664,0.56,0.848,967177.0,1118885.02268
29888,0.531,0.599,0.692,0.518,1.057,0.629,0.639,0.798,0.917,0.645,0.926,0.597,0.808,0.746,0.694,0.515,0.565,0.779,0.638,0.542,0.796,0.661,0.661,0.622,0.694,0.734,0.818,0.679,0.733,0.634,0.662,0.752,0.422,0.811,1357910.0,1536365.957148
29889,0.491,0.826,0.558,0.684,0.99,0.623,0.731,0.793,0.756,0.64,0.786,0.725,0.991,0.791,0.773,0.649,0.536,0.827,0.779,0.572,0.747,1.031,0.64,0.672,0.749,0.718,0.791,0.597,0.756,0.686,0.985,1.093,0.463,0.839,936804.0,1196373.781405
29890,0.605,0.701,0.82,0.549,0.797,0.701,0.837,0.684,1.032,0.718,0.771,0.69,0.739,0.837,0.534,0.542,0.635,0.782,0.709,0.612,0.858,1.01,0.7,0.682,0.793,0.728,0.858,0.672,0.783,0.78,0.864,0.823,0.381,0.879,1132330.0,1328587.956005
29891,0.556,0.703,0.746,0.613,0.749,0.591,0.709,0.814,0.887,0.72,0.753,0.788,0.822,0.798,0.771,0.607,0.579,0.797,0.735,0.61,0.765,0.812,0.664,0.648,0.893,0.787,0.791,0.705,0.7,0.763,0.902,1.094,0.419,0.925,1169209.0,1360973.395764
29892,0.422,0.926,0.696,0.568,0.777,0.61,0.625,0.749,0.978,0.573,0.791,0.652,0.807,0.678,0.829,0.601,0.605,0.747,0.626,0.452,0.765,0.896,0.612,0.648,0.974,0.642,0.698,0.663,0.587,0.59,0.725,0.755,0.53,0.778,1143438.0,1298895.683481
29893,0.485,0.578,0.572,0.617,0.608,0.642,0.655,0.737,1.023,0.664,0.711,0.697,0.752,0.829,0.634,0.666,0.652,0.778,0.673,0.538,0.752,0.688,0.71,0.576,0.826,0.76,0.809,0.62,0.698,0.702,0.722,0.85,0.557,0.758,1428180.0,1718818.900063
29894,0.684,0.853,0.719,0.754,0.835,0.704,0.78,0.876,0.984,0.715,0.867,0.703,0.936,0.917,0.676,0.733,0.667,0.854,0.939,0.567,0.73,0.991,0.714,0.831,0.983,0.779,0.916,0.716,0.749,0.833,0.897,0.777,0.551,0.855,1084476.0,1458020.6248
29895,0.631,1.008,0.831,0.544,0.805,0.569,0.749,0.792,1.08,0.684,0.786,0.734,0.764,0.767,0.677,0.503,0.614,0.756,0.677,0.599,0.74,1.132,0.685,0.705,1.114,0.732,0.735,0.585,0.687,0.692,0.797,0.767,0.439,0.827,1133850.0,1361580.848135
29896,0.442,0.838,0.735,0.478,0.711,0.638,0.679,0.778,1.007,0.671,0.855,0.624,0.769,0.794,0.684,0.559,0.607,0.76,0.697,0.51,0.69,0.841,0.681,0.66,0.74,0.728,0.719,0.627,0.683,0.715,0.82,0.988,0.45,0.784,1158240.0,1317700.286252
29897,0.558,0.871,0.793,0.551,0.91,0.563,0.818,0.763,0.956,0.707,0.833,0.585,0.821,0.777,0.786,0.664,0.686,1.115,0.901,0.405,0.77,0.899,0.744,0.686,0.846,0.812,0.791,0.645,0.726,0.758,0.965,1.071,0.383,0.951,1102916.0,1378972.551545
29898,0.508,0.851,0.616,0.566,0.731,0.664,0.743,0.75,0.879,0.632,0.837,0.616,0.688,0.74,0.784,0.52,0.628,0.881,0.79,0.526,0.699,0.844,0.764,0.626,1.002,0.694,0.719,0.625,0.654,0.689,0.638,0.819,0.454,0.869,1192445.0,1438613.680459
29899,0.575,0.828,0.655,0.501,0.913,0.62,0.7,0.86,1.03,0.668,0.781,0.633,0.759,0.781,0.789,0.83,0.686,0.887,0.71,0.627,0.73,1.105,0.713,0.628,0.838,0.719,0.696,0.679,0.63,0.797,0.769,1.015,0.544,0.869,1111667.0,1336376.623456
29900,0.547,0.984,0.676,0.496,0.908,0.677,0.669,0.811,0.912,0.694,0.844,0.577,0.876,0.865,0.803,0.638,0.67,0.84,0.837,0.577,0.754,0.89,0.692,0.645,1.01,0.684,0.815,0.66,0.702,0.793,0.758,0.969,0.469,0.802,1150792.0,1421223.038398
29901,0.428,0.968,0.729,0.484,0.676,0.674,0.666,0.798,1.01,0.705,0.84,0.616,0.791,0.849,0.911,0.547,0.602,0.962,0.73,0.516,0.803,0.937,0.676,0.698,0.875,0.732,0.715,0.623,0.753,0.67,1.115,0.717,0.417,0.789,1303097.0,1611319.494401
29902,0.655,0.879,0.58,0.533,0.837,0.764,0.767,0.735,0.915,0.716,0.876,0.682,1.059,0.736,1.008,0.996,0.769,0.83,0.707,0.49,0.682,1.037,0.699,0.847,0.802,0.683,0.789,0.717,0.747,0.706,0.84,0.829,0.535,1.073,1037074.0,1466750.243453
29903,0.578,0.838,0.586,0.588,0.683,0.592,0.645,0.785,0.879,0.681,0.746,0.738,0.741,0.839,0.679,0.608,0.457,0.753,0.758,0.628,0.765,0.942,0.668,0.584,0.715,0.701,0.702,0.568,0.695,0.702,0.86,0.602,0.438,0.692,1377696.0,1679196.592228
29904,0.551,0.828,0.607,0.592,0.794,0.685,0.695,0.736,0.954,0.614,0.726,0.638,0.972,0.798,0.63,0.609,0.509,0.905,0.698,0.553,0.686,0.904,0.622,0.554,1.159,0.643,0.689,0.616,0.737,0.635,0.68,1.06,0.402,0.887,1201778.0,1494030.020523
29905,0.532,0.782,0.674,0.502,0.741,0.662,0.631,0.726,1.104,0.682,0.673,0.751,0.693,0.805,0.613,0.564,0.644,0.847,0.673,0.487,0.696,0.954,0.599,0.652,0.818,0.7,0.709,0.594,0.73,0.668,0.696,0.646,0.439,0.913,1333228.0,1544615.496975
29906,0.39,0.761,0.627,0.654,0.693,0.582,0.663,0.753,0.989,0.675,0.678,0.698,0.72,0.773,0.856,0.532,0.453,0.687,0.626,0.551,0.77,0.781,0.631,0.615,0.773,0.675,0.639,0.577,0.606,0.738,0.852,0.587,0.399,0.691,1260029.0,1554417.96056
29907,0.556,0.92,0.677,0.611,0.837,0.569,0.732,0.636,1.057,0.643,0.671,0.682,0.721,0.759,0.66,0.493,0.516,0.693,0.585,0.508,0.73,1.027,0.641,0.606,0.823,0.692,0.745,0.601,0.634,0.668,0.616,0.83,0.38,0.746,1244134.0,1533794.185572
29908,0.553,0.887,0.666,0.557,0.924,0.624,0.821,0.811,1.136,0.711,0.846,0.685,1.008,0.833,0.738,0.725,0.769,0.88,0.996,0.639,0.762,0.909,0.703,0.774,1.047,0.825,0.96,0.725,0.761,0.766,0.799,0.896,0.576,0.878,1161104.0,1577648.872981
29909,0.538,0.968,0.622,0.541,0.839,0.576,0.728,0.693,0.908,0.63,0.76,0.693,0.823,0.736,0.69,0.655,0.603,0.819,0.743,0.504,0.771,0.966,0.679,0.634,0.794,0.779,0.809,0.609,0.732,0.745,0.685,1.097,0.532,0.733,1272897.0,1590792.926607
