rh.aparc.gauscurv,rh_bankssts_gauscurv,rh_caudalanteriorcingulate_gauscurv,rh_caudalmiddlefrontal_gauscurv,rh_cuneus_gauscurv,rh_entorhinal_gauscurv,rh_fusiform_gauscurv,rh_inferiorparietal_gauscurv,rh_inferiortemporal_gauscurv,rh_isthmuscingulate_gauscurv,rh_lateraloccipital_gauscurv,rh_lateralorbitofrontal_gauscurv,rh_lingual_gauscurv,rh_medialorbitofrontal_gauscurv,rh_middletemporal_gauscurv,rh_parahippocampal_gauscurv,rh_paracentral_gauscurv,rh_parsopercularis_gauscurv,rh_parsorbitalis_gauscurv,rh_parstriangularis_gauscurv,rh_pericalcarine_gauscurv,rh_postcentral_gauscurv,rh_posteriorcingulate_gauscurv,rh_precentral_gauscurv,rh_precuneus_gauscurv,rh_rostralanteriorcingulate_gauscurv,rh_rostralmiddlefrontal_gauscurv,rh_superiorfrontal_gauscurv,rh_superiorparietal_gauscurv,rh_superiortemporal_gauscurv,rh_supramarginal_gauscurv,rh_frontalpole_gauscurv,rh_temporalpole_gauscurv,rh_transversetemporal_gauscurv,rh_insula_gauscurv,BrainSegVolNotVent,eTIV
29566,0.019,0.023,0.026,0.034,0.038,0.033,0.024,0.035,0.036,0.031,0.04,0.039,0.033,0.026,0.027,0.026,0.024,0.032,0.025,0.037,0.023,0.03,0.025,0.026,0.03,0.029,0.027,0.021,0.028,0.027,0.068,0.072,0.029,0.03,1396186.0,1649953.912309
29567,0.014,0.024,0.023,0.033,0.036,0.031,0.021,0.026,0.032,0.029,0.039,0.04,0.035,0.024,0.019,0.024,0.02,0.025,0.026,0.035,0.021,0.04,0.023,0.024,0.034,0.024,0.027,0.021,0.019,0.026,0.038,0.052,0.024,0.031,1162081.0,1299078.856254
29568,0.022,0.024,0.02,0.032,0.044,0.03,0.022,0.035,0.03,0.026,0.049,0.038,0.039,0.022,0.026,0.024,0.022,0.038,0.026,0.029,0.021,0.037,0.023,0.029,0.028,0.03,0.025,0.022,0.023,0.023,0.04,0.059,0.036,0.03,1215316.0,1226679.383652
29569,0.018,0.022,0.022,0.033,0.025,0.03,0.027,0.032,0.034,0.03,0.035,0.036,0.033,0.023,0.021,0.022,0.02,0.028,0.022,0.04,0.024,0.029,0.023,0.027,0.025,0.024,0.024,0.023,0.026,0.024,0.032,0.04,0.028,0.034,1183498.0,1571137.194003
29570,0.016,0.033,0.021,0.034,0.032,0.031,0.023,0.029,0.035,0.031,0.037,0.042,0.034,0.025,0.026,0.023,0.022,0.028,0.027,0.043,0.024,0.028,0.021,0.028,0.035,0.031,0.027,0.024,0.024,0.03,0.051,0.04,0.024,0.034,1201057.0,1541131.75311
29571,0.021,0.028,0.021,0.039,0.03,0.033,0.026,0.031,0.038,0.032,0.034,0.035,0.031,0.027,0.02,0.025,0.021,0.026,0.027,0.039,0.023,0.027,0.025,0.024,0.031,0.027,0.024,0.026,0.022,0.027,0.036,0.034,0.035,0.029,1182479.0,1476511.339849
29572,0.012,0.021,0.024,0.039,0.027,0.028,0.041,0.033,0.029,0.035,0.035,0.038,0.035,0.027,0.032,0.024,0.026,0.035,0.029,0.028,0.023,0.031,0.022,0.025,0.025,0.03,0.029,0.032,0.021,0.03,0.039,0.038,0.027,0.034,1158327.0,1531898.319677
29573,0.019,0.021,0.02,0.034,0.039,0.028,0.024,0.026,0.029,0.025,0.03,0.037,0.027,0.023,0.025,0.023,0.018,0.03,0.019,0.037,0.019,0.031,0.02,0.027,0.027,0.025,0.024,0.023,0.021,0.023,0.038,0.037,0.032,0.032,1424926.0,1832438.123031
29574,0.02,0.023,0.019,0.035,0.032,0.026,0.021,0.025,0.032,0.027,0.033,0.039,0.026,0.022,0.017,0.021,0.022,0.027,0.025,0.034,0.023,0.034,0.022,0.023,0.03,0.027,0.023,0.021,0.018,0.02,0.039,0.029,0.022,0.03,1250520.0,1600339.379098
29575,0.012,0.018,0.018,0.031,0.038,0.028,0.023,0.026,0.031,0.029,0.031,0.036,0.026,0.023,0.026,0.021,0.018,0.026,0.019,0.033,0.02,0.037,0.019,0.024,0.026,0.023,0.023,0.022,0.019,0.024,0.038,0.044,0.033,0.033,1309585.0,1716188.740825
29576,0.033,0.032,0.041,0.048,0.036,0.045,0.04,0.052,0.054,0.046,0.074,0.044,0.054,0.047,0.04,0.045,0.045,0.082,0.055,0.046,0.044,0.05,0.052,0.048,0.043,0.051,0.045,0.047,0.042,0.044,0.076,0.077,0.047,0.047,1268505.0,1612306.565553
29577,0.016,0.029,0.023,0.032,0.029,0.029,0.021,0.025,0.037,0.029,0.034,0.037,0.032,0.02,0.034,0.024,0.019,0.031,0.025,0.044,0.021,0.027,0.023,0.028,0.028,0.029,0.027,0.024,0.019,0.024,0.035,0.043,0.036,0.031,1217650.0,1193679.17107
29580,0.023,0.028,0.024,0.036,0.042,0.035,0.033,0.032,0.037,0.033,0.042,0.036,0.038,0.029,0.035,0.035,0.029,0.032,0.025,0.036,0.029,0.036,0.032,0.029,0.034,0.028,0.033,0.028,0.026,0.031,0.061,0.083,0.039,0.034,1277066.0,1706693.511396
29581,0.017,0.027,0.028,0.032,0.031,0.031,0.026,0.032,0.041,0.031,0.037,0.04,0.032,0.026,0.034,0.037,0.023,0.032,0.029,0.039,0.023,0.03,0.028,0.026,0.025,0.028,0.028,0.024,0.023,0.025,0.041,0.05,0.027,0.029,1133542.0,1501749.010647
29582,0.022,0.018,0.025,0.042,0.049,0.034,0.027,0.035,0.038,0.035,0.041,0.041,0.03,0.031,0.035,0.037,0.028,0.03,0.028,0.036,0.03,0.032,0.034,0.031,0.032,0.034,0.03,0.031,0.026,0.031,0.045,0.044,0.044,0.033,1131420.0,1547008.847546
29583,0.023,0.035,0.03,0.034,0.047,0.04,0.027,0.035,0.031,0.029,0.041,0.035,0.029,0.028,0.029,0.03,0.026,0.032,0.032,0.034,0.026,0.037,0.029,0.031,0.027,0.035,0.032,0.024,0.024,0.024,0.044,0.07,0.039,0.037,1250521.0,1739624.946396
29584,0.017,0.026,0.032,0.035,0.052,0.037,0.034,0.035,0.035,0.032,0.035,0.038,0.035,0.032,0.027,0.032,0.03,0.038,0.032,0.043,0.028,0.038,0.033,0.027,0.032,0.029,0.033,0.034,0.025,0.031,0.055,0.061,0.038,0.038,1098747.0,1367759.277583
29585,0.022,0.028,0.028,0.039,0.039,0.034,0.027,0.031,0.038,0.035,0.038,0.044,0.037,0.031,0.029,0.032,0.028,0.03,0.029,0.044,0.029,0.036,0.036,0.028,0.041,0.035,0.033,0.026,0.027,0.026,0.042,0.058,0.04,0.034,1186726.0,1706358.661511
29586,0.018,0.02,0.028,0.036,0.035,0.031,0.024,0.028,0.034,0.032,0.04,0.038,0.028,0.026,0.026,0.026,0.032,0.033,0.031,0.037,0.024,0.034,0.027,0.027,0.033,0.033,0.029,0.025,0.022,0.028,0.046,0.049,0.032,0.034,1073499.0,1495731.124074
29587,0.019,0.026,0.033,0.043,0.061,0.036,0.033,0.043,0.035,0.035,0.04,0.037,0.045,0.036,0.03,0.038,0.024,0.034,0.025,0.034,0.027,0.037,0.032,0.035,0.035,0.034,0.035,0.035,0.024,0.035,0.052,0.069,0.031,0.034,1160216.0,1487369.438093
29588,0.022,0.036,0.032,0.051,0.067,0.051,0.029,0.04,0.039,0.041,0.057,0.05,0.046,0.036,0.05,0.042,0.033,0.053,0.03,0.045,0.037,0.035,0.036,0.035,0.04,0.037,0.036,0.037,0.038,0.034,0.061,0.072,0.045,0.041,1287345.0,1699518.925227
29589,0.022,0.029,0.027,0.041,0.028,0.036,0.029,0.035,0.036,0.032,0.033,0.041,0.034,0.027,0.033,0.031,0.026,0.029,0.03,0.035,0.03,0.034,0.032,0.028,0.047,0.03,0.031,0.024,0.027,0.03,0.048,0.046,0.047,0.041,1093338.0,1519654.605734
29590,0.018,0.022,0.025,0.033,0.028,0.033,0.025,0.024,0.034,0.034,0.035,0.034,0.043,0.029,0.026,0.031,0.024,0.039,0.027,0.029,0.025,0.032,0.026,0.028,0.032,0.033,0.028,0.019,0.024,0.023,0.051,0.035,0.031,0.031,1141659.0,1641423.346189
29591,0.022,0.056,0.046,0.06,0.082,0.049,0.041,0.057,0.051,0.045,0.057,0.075,0.049,0.044,0.042,0.046,0.044,0.07,0.035,0.05,0.042,0.045,0.043,0.055,0.038,0.055,0.055,0.054,0.046,0.042,0.08,0.079,0.062,0.043,945670.0,1264352.101478
29592,0.021,0.016,0.02,0.024,0.041,0.027,0.025,0.03,0.032,0.027,0.056,0.027,0.04,0.025,0.026,0.019,0.022,0.027,0.02,0.032,0.022,0.024,0.022,0.023,0.022,0.027,0.024,0.02,0.024,0.022,0.032,0.053,0.023,0.03,1254053.0,1398674.509785
29593,0.023,0.029,0.026,0.037,0.047,0.037,0.026,0.028,0.045,0.031,0.044,0.041,0.032,0.025,0.028,0.035,0.026,0.04,0.025,0.036,0.03,0.036,0.034,0.033,0.033,0.035,0.031,0.03,0.022,0.029,0.049,0.044,0.036,0.029,1115089.0,1457045.2553
29594,0.017,0.028,0.03,0.039,0.037,0.032,0.028,0.028,0.034,0.035,0.033,0.041,0.029,0.028,0.023,0.035,0.028,0.029,0.027,0.045,0.028,0.031,0.035,0.029,0.03,0.03,0.03,0.027,0.022,0.028,0.041,0.049,0.041,0.035,1351536.0,1751696.914922
29595,0.017,0.026,0.028,0.036,0.038,0.036,0.029,0.038,0.034,0.035,0.044,0.041,0.044,0.035,0.037,0.032,0.028,0.034,0.027,0.042,0.028,0.033,0.033,0.024,0.043,0.034,0.033,0.028,0.032,0.029,0.04,0.068,0.041,0.032,1092277.0,1526804.840143
29596,0.021,0.025,0.023,0.043,0.029,0.028,0.029,0.032,0.034,0.032,0.044,0.038,0.037,0.027,0.028,0.028,0.026,0.043,0.03,0.04,0.028,0.036,0.027,0.03,0.038,0.032,0.03,0.027,0.022,0.03,0.059,0.05,0.042,0.032,1147293.0,1402255.084039
29597,0.023,0.034,0.027,0.034,0.054,0.03,0.029,0.039,0.037,0.034,0.039,0.038,0.04,0.028,0.016,0.039,0.022,0.028,0.028,0.032,0.026,0.047,0.033,0.03,0.046,0.031,0.031,0.026,0.025,0.029,0.052,0.073,0.035,0.036,1139666.0,1551003.249368
29598,0.02,0.027,0.028,0.04,0.065,0.042,0.03,0.05,0.031,0.036,0.051,0.039,0.034,0.034,0.027,0.035,0.028,0.056,0.034,0.042,0.028,0.032,0.038,0.032,0.031,0.036,0.036,0.028,0.032,0.027,0.042,0.097,0.039,0.041,1104464.0,1532231.690077
29599,0.024,0.056,0.066,0.068,0.073,0.067,0.074,0.078,0.064,0.06,0.071,0.077,0.069,0.058,0.046,0.076,0.05,0.084,0.057,0.065,0.069,0.073,0.071,0.077,0.114,0.076,0.083,0.077,0.119,0.061,0.073,0.166,0.044,0.054,1176750.0,1705963.034429
29600,0.02,0.03,0.031,0.042,0.043,0.037,0.031,0.033,0.036,0.038,0.038,0.044,0.029,0.028,0.021,0.038,0.027,0.035,0.027,0.044,0.029,0.033,0.039,0.032,0.024,0.035,0.033,0.029,0.026,0.029,0.043,0.038,0.046,0.038,1168248.0,1557179.744802
29601,0.02,0.031,0.028,0.041,0.038,0.032,0.026,0.031,0.034,0.036,0.041,0.04,0.031,0.027,0.023,0.039,0.025,0.039,0.024,0.036,0.028,0.034,0.03,0.034,0.042,0.03,0.033,0.029,0.025,0.027,0.041,0.042,0.021,0.03,1147938.0,1611218.931581
29602,0.016,0.021,0.023,0.039,0.03,0.029,0.026,0.027,0.04,0.031,0.032,0.038,0.03,0.023,0.023,0.025,0.029,0.034,0.025,0.039,0.028,0.03,0.025,0.029,0.039,0.029,0.027,0.025,0.025,0.026,0.038,0.05,0.034,0.031,1243955.0,1618075.986129
29603,0.017,0.025,0.024,0.033,0.035,0.031,0.024,0.034,0.038,0.033,0.045,0.037,0.04,0.027,0.022,0.03,0.026,0.031,0.025,0.029,0.026,0.032,0.027,0.027,0.038,0.03,0.028,0.025,0.024,0.025,0.056,0.063,0.027,0.03,1180888.0,1624509.145198
29604,0.02,0.024,0.023,0.041,0.065,0.033,0.026,0.027,0.035,0.033,0.034,0.036,0.038,0.028,0.03,0.028,0.031,0.031,0.023,0.036,0.025,0.029,0.03,0.029,0.029,0.029,0.03,0.027,0.02,0.024,0.052,0.055,0.026,0.032,1013599.0,1360547.357448
29605,0.017,0.035,0.024,0.04,0.035,0.037,0.028,0.029,0.032,0.036,0.036,0.04,0.032,0.026,0.031,0.032,0.026,0.032,0.026,0.038,0.029,0.033,0.035,0.031,0.031,0.029,0.029,0.025,0.021,0.024,0.044,0.044,0.037,0.034,1210475.0,1625857.724564
29606,0.019,0.026,0.026,0.04,0.078,0.032,0.027,0.033,0.035,0.033,0.039,0.042,0.037,0.027,0.022,0.032,0.027,0.037,0.029,0.036,0.029,0.039,0.032,0.031,0.039,0.032,0.031,0.028,0.027,0.028,0.043,0.051,0.039,0.034,1290577.0,1669280.538485
29607,0.019,0.026,0.03,0.037,0.049,0.035,0.025,0.032,0.034,0.033,0.034,0.039,0.04,0.029,0.02,0.03,0.031,0.033,0.025,0.031,0.026,0.036,0.034,0.03,0.028,0.032,0.033,0.026,0.027,0.028,0.05,0.054,0.031,0.034,1237104.0,1645476.575116
29608,0.024,0.023,0.028,0.037,0.046,0.04,0.029,0.03,0.043,0.037,0.043,0.038,0.036,0.032,0.031,0.031,0.031,0.033,0.033,0.037,0.028,0.041,0.03,0.035,0.052,0.033,0.035,0.027,0.026,0.036,0.048,0.049,0.031,0.034,1185625.0,1690256.932295
29609,0.017,0.038,0.031,0.041,0.07,0.036,0.03,0.034,0.032,0.035,0.042,0.041,0.035,0.033,0.03,0.036,0.027,0.03,0.031,0.043,0.033,0.039,0.042,0.03,0.045,0.033,0.04,0.031,0.028,0.029,0.047,0.08,0.036,0.037,1386901.0,1915004.483033
29610,0.022,0.025,0.026,0.037,0.048,0.035,0.031,0.036,0.033,0.036,0.04,0.04,0.043,0.033,0.038,0.03,0.028,0.035,0.026,0.035,0.027,0.037,0.03,0.037,0.036,0.035,0.032,0.026,0.027,0.027,0.049,0.045,0.036,0.028,1171624.0,1548888.443928
29611,0.02,0.028,0.027,0.04,0.055,0.033,0.03,0.028,0.036,0.034,0.033,0.039,0.03,0.028,0.024,0.032,0.029,0.039,0.031,0.036,0.027,0.035,0.032,0.029,0.03,0.031,0.031,0.027,0.021,0.026,0.04,0.074,0.04,0.035,1283706.0,1724105.478996
29612,0.019,0.023,0.027,0.041,0.047,0.034,0.031,0.035,0.038,0.034,0.047,0.042,0.038,0.033,0.034,0.027,0.027,0.032,0.032,0.043,0.029,0.035,0.028,0.029,0.032,0.031,0.029,0.028,0.028,0.029,0.049,0.055,0.036,0.034,1112780.0,1521663.219092
29613,0.021,0.027,0.03,0.038,0.054,0.045,0.035,0.043,0.035,0.035,0.042,0.042,0.049,0.036,0.049,0.035,0.031,0.048,0.026,0.033,0.031,0.035,0.034,0.036,0.04,0.039,0.04,0.031,0.03,0.03,0.063,0.07,0.035,0.038,1054362.0,1395868.995947
29614,0.023,0.027,0.026,0.034,0.023,0.023,0.027,0.037,0.035,0.03,0.035,0.033,0.034,0.029,0.018,0.024,0.028,0.03,0.026,0.03,0.026,0.035,0.026,0.026,0.025,0.031,0.03,0.027,0.018,0.025,0.044,0.053,0.036,0.027,1284763.0,1710922.940608
29615,0.023,0.03,0.038,0.042,0.052,0.043,0.038,0.035,0.038,0.038,0.039,0.043,0.041,0.041,0.04,0.039,0.028,0.043,0.032,0.045,0.039,0.03,0.046,0.034,0.042,0.041,0.042,0.039,0.038,0.04,0.047,0.068,0.04,0.038,1321143.0,1745872.71122
29616,0.017,0.034,0.027,0.039,0.053,0.03,0.026,0.027,0.038,0.031,0.037,0.037,0.039,0.024,0.022,0.045,0.025,0.035,0.025,0.032,0.027,0.039,0.035,0.028,0.033,0.029,0.032,0.025,0.025,0.027,0.042,0.042,0.042,0.034,1088644.0,1457616.824943
29618,0.027,0.031,0.03,0.038,0.042,0.044,0.031,0.039,0.034,0.037,0.044,0.041,0.034,0.038,0.032,0.041,0.028,0.037,0.025,0.04,0.03,0.038,0.039,0.038,0.046,0.031,0.034,0.032,0.036,0.031,0.039,0.06,0.035,0.039,1175187.0,1505753.63999
29619,0.021,0.041,0.029,0.038,0.034,0.032,0.031,0.034,0.046,0.033,0.044,0.043,0.048,0.032,0.019,0.029,0.034,0.048,0.032,0.032,0.029,0.036,0.031,0.032,0.04,0.04,0.034,0.033,0.028,0.031,0.056,0.076,0.042,0.032,1059210.0,1498878.088539
29620,0.015,0.029,0.027,0.035,0.033,0.034,0.026,0.031,0.029,0.036,0.043,0.044,0.031,0.028,0.039,0.031,0.024,0.046,0.033,0.035,0.028,0.033,0.033,0.031,0.034,0.033,0.032,0.027,0.025,0.029,0.051,0.059,0.043,0.037,1263429.0,1616321.325393
29621,0.017,0.03,0.031,0.053,0.044,0.037,0.029,0.037,0.034,0.034,0.046,0.041,0.046,0.036,0.025,0.033,0.029,0.044,0.033,0.048,0.035,0.033,0.035,0.034,0.031,0.04,0.037,0.029,0.027,0.031,0.05,0.068,0.037,0.04,1194851.0,1490614.920951
29622,0.021,0.021,0.024,0.036,0.036,0.034,0.027,0.037,0.026,0.032,0.036,0.039,0.037,0.025,0.025,0.029,0.029,0.044,0.022,0.031,0.025,0.026,0.024,0.029,0.038,0.035,0.03,0.03,0.023,0.029,0.061,0.055,0.033,0.029,1122235.0,1369058.331822
29623,0.025,0.046,0.06,0.044,0.086,0.046,0.045,0.057,0.049,0.047,0.059,0.053,0.065,0.048,0.052,0.055,0.053,0.063,0.048,0.043,0.05,0.052,0.057,0.045,0.043,0.051,0.063,0.048,0.049,0.047,0.089,0.09,0.048,0.047,889840.0,1298296.654339
29624,0.016,0.032,0.036,0.039,0.086,0.033,0.031,0.035,0.038,0.033,0.041,0.039,0.04,0.029,0.026,0.036,0.035,0.049,0.032,0.042,0.033,0.037,0.036,0.031,0.037,0.036,0.037,0.025,0.027,0.03,0.062,0.085,0.037,0.039,1083883.0,1435162.687754
29625,0.024,0.031,0.026,0.037,0.073,0.035,0.027,0.038,0.04,0.031,0.045,0.036,0.035,0.029,0.027,0.037,0.032,0.028,0.024,0.034,0.031,0.034,0.035,0.027,0.034,0.031,0.029,0.027,0.026,0.027,0.047,0.057,0.032,0.036,1042001.0,1503827.189319
29626,0.017,0.051,0.054,0.05,0.059,0.047,0.039,0.048,0.04,0.039,0.059,0.051,0.06,0.041,0.046,0.056,0.035,0.057,0.057,0.051,0.04,0.046,0.05,0.039,0.052,0.056,0.059,0.039,0.044,0.039,0.063,0.066,0.037,0.052,1135993.0,1561388.45934
29627,0.019,0.038,0.038,0.039,0.052,0.036,0.031,0.033,0.048,0.035,0.041,0.037,0.031,0.038,0.026,0.041,0.032,0.041,0.033,0.044,0.035,0.039,0.039,0.036,0.038,0.032,0.038,0.033,0.032,0.034,0.046,0.071,0.042,0.042,1357505.0,1514671.287433
29628,0.027,0.053,0.051,0.055,0.082,0.048,0.049,0.058,0.045,0.048,0.067,0.052,0.049,0.046,0.069,0.048,0.053,0.075,0.049,0.054,0.04,0.047,0.051,0.06,0.053,0.061,0.055,0.047,0.046,0.044,0.07,0.091,0.055,0.049,916123.0,1232185.995989
29629,0.024,0.033,0.035,0.041,0.061,0.035,0.034,0.04,0.036,0.035,0.039,0.046,0.041,0.034,0.037,0.04,0.025,0.041,0.034,0.041,0.032,0.034,0.038,0.031,0.043,0.037,0.035,0.031,0.03,0.03,0.047,0.06,0.044,0.033,1186856.0,1505731.996678
29630,0.032,0.04,0.052,0.053,0.082,0.043,0.046,0.059,0.043,0.045,0.071,0.046,0.053,0.058,0.048,0.052,0.054,0.103,0.05,0.047,0.05,0.048,0.056,0.05,0.05,0.061,0.059,0.047,0.053,0.065,0.081,0.046,0.058,0.047,1051124.0,1435429.937013
29631,0.022,0.025,0.033,0.038,0.037,0.035,0.028,0.036,0.039,0.035,0.036,0.039,0.036,0.027,0.025,0.039,0.028,0.028,0.03,0.044,0.031,0.027,0.037,0.028,0.042,0.033,0.033,0.025,0.024,0.03,0.045,0.052,0.031,0.033,1151880.0,1583780.556578
29632,0.025,0.042,0.063,0.047,0.066,0.047,0.04,0.048,0.041,0.045,0.063,0.049,0.058,0.043,0.042,0.061,0.047,0.042,0.044,0.047,0.06,0.053,0.061,0.044,0.026,0.05,0.052,0.06,0.043,0.053,0.06,0.085,0.058,0.043,1039630.0,1361068.83772
29633,0.02,0.028,0.027,0.04,0.057,0.036,0.026,0.033,0.032,0.036,0.038,0.045,0.038,0.031,0.04,0.034,0.026,0.042,0.033,0.037,0.031,0.034,0.032,0.032,0.029,0.035,0.032,0.029,0.027,0.028,0.046,0.068,0.044,0.033,1209298.0,1580859.004858
29634,0.035,0.035,0.029,0.044,0.059,0.037,0.038,0.041,0.039,0.037,0.049,0.043,0.038,0.037,0.037,0.038,0.034,0.058,0.03,0.04,0.029,0.038,0.033,0.034,0.05,0.043,0.037,0.03,0.034,0.031,0.061,0.068,0.039,0.034,1111926.0,1370771.135855
29635,0.025,0.029,0.028,0.036,0.029,0.031,0.03,0.034,0.033,0.034,0.038,0.042,0.028,0.034,0.029,0.033,0.03,0.041,0.031,0.043,0.03,0.035,0.036,0.032,0.033,0.033,0.031,0.027,0.025,0.025,0.043,0.038,0.032,0.036,1244565.0,1726617.308802
29656,0.017,0.021,0.018,0.029,0.03,0.025,0.025,0.028,0.035,0.026,0.029,0.029,0.035,0.027,0.015,0.016,0.021,0.028,0.022,0.035,0.017,0.019,0.018,0.022,0.023,0.032,0.024,0.023,0.017,0.023,0.069,0.028,0.025,0.022,1115110.0,1110282.06834
29657,0.031,0.026,0.024,0.034,0.035,0.029,0.031,0.03,0.036,0.037,0.042,0.027,0.036,0.025,0.019,0.027,0.029,0.031,0.019,0.032,0.033,0.026,0.03,0.031,0.036,0.039,0.031,0.029,0.022,0.029,0.064,0.039,0.023,0.03,1240615.0,1682400.283694
29658,0.012,0.017,0.021,0.032,0.029,0.025,0.024,0.028,0.022,0.029,0.027,0.03,0.026,0.022,0.018,0.015,0.019,0.032,0.023,0.026,0.028,0.017,0.03,0.019,0.022,0.031,0.029,0.027,0.013,0.021,0.047,0.02,0.025,0.021,1234182.0,1633950.547285
29659,0.021,0.015,0.019,0.034,0.03,0.024,0.027,0.031,0.029,0.033,0.035,0.032,0.029,0.03,0.014,0.018,0.027,0.038,0.025,0.028,0.033,0.024,0.029,0.025,0.026,0.031,0.025,0.026,0.02,0.027,0.047,0.045,0.021,0.022,1156782.0,1204965.32414
29660,0.021,0.016,0.023,0.034,0.029,0.024,0.026,0.031,0.026,0.031,0.037,0.029,0.032,0.025,0.023,0.019,0.022,0.032,0.026,0.027,0.021,0.035,0.021,0.024,0.028,0.032,0.025,0.02,0.015,0.025,0.044,0.032,0.021,0.025,1314638.0,1369201.829293
29661,0.015,0.018,0.017,0.032,0.028,0.021,0.023,0.032,0.028,0.029,0.032,0.026,0.023,0.025,0.013,0.018,0.019,0.03,0.023,0.029,0.033,0.027,0.023,0.022,0.01,0.03,0.024,0.025,0.019,0.028,0.053,0.049,0.028,0.024,1111024.0,1253784.610886
29662,0.021,0.014,0.022,0.028,0.021,0.022,0.028,0.025,0.036,0.025,0.031,0.026,0.031,0.02,0.018,0.02,0.02,0.033,0.021,0.028,0.027,0.025,0.022,0.025,0.027,0.028,0.023,0.021,0.016,0.021,0.049,0.04,0.018,0.022,1158596.0,1646487.869488
29664,0.018,0.019,0.02,0.035,0.024,0.029,0.028,0.029,0.027,0.031,0.03,0.029,0.023,0.028,0.018,0.018,0.021,0.032,0.025,0.028,0.036,0.027,0.027,0.028,0.031,0.032,0.025,0.024,0.017,0.028,0.059,0.037,0.022,0.031,1189209.0,1185516.726355
29665,0.015,0.012,0.019,0.029,0.035,0.022,0.023,0.031,0.032,0.027,0.03,0.03,0.034,0.03,0.023,0.016,0.02,0.025,0.024,0.023,0.02,0.019,0.018,0.021,0.022,0.03,0.019,0.017,0.017,0.023,0.043,0.053,0.021,0.028,1120158.0,1413854.771448
29666,0.013,0.017,0.018,0.032,0.03,0.024,0.021,0.023,0.028,0.026,0.027,0.029,0.029,0.022,0.016,0.018,0.02,0.026,0.018,0.033,0.021,0.022,0.022,0.022,0.02,0.028,0.02,0.027,0.015,0.019,0.053,0.037,0.022,0.026,1386851.0,1624663.865999
29667,0.015,0.018,0.023,0.03,0.032,0.023,0.023,0.029,0.03,0.03,0.029,0.032,0.024,0.025,0.016,0.018,0.023,0.037,0.024,0.024,0.021,0.021,0.022,0.024,0.024,0.029,0.023,0.02,0.02,0.024,0.042,0.042,0.019,0.029,1452136.0,1580854.722918
29668,0.018,0.026,0.024,0.035,0.026,0.023,0.027,0.024,0.031,0.032,0.036,0.033,0.031,0.023,0.013,0.017,0.023,0.035,0.021,0.033,0.02,0.035,0.018,0.027,0.023,0.031,0.028,0.023,0.024,0.028,0.035,0.027,0.022,0.024,996286.0,1351733.208481
29669,0.022,0.014,0.025,0.043,0.03,0.025,0.037,0.037,0.043,0.039,0.036,0.036,0.041,0.032,0.017,0.03,0.029,0.04,0.038,0.03,0.034,0.031,0.029,0.038,0.022,0.04,0.029,0.039,0.028,0.04,0.056,0.05,0.03,0.024,1036547.0,1570867.914908
29670,0.014,0.015,0.018,0.028,0.027,0.019,0.02,0.023,0.023,0.024,0.027,0.024,0.032,0.017,0.014,0.018,0.017,0.019,0.017,0.023,0.013,0.018,0.014,0.018,0.021,0.022,0.022,0.018,0.011,0.019,0.041,0.03,0.015,0.022,1145378.0,1438007.436156
29671,0.016,0.018,0.023,0.031,0.022,0.027,0.024,0.027,0.02,0.032,0.032,0.029,0.028,0.028,0.015,0.022,0.022,0.033,0.022,0.031,0.026,0.021,0.026,0.024,0.024,0.034,0.024,0.023,0.018,0.028,0.055,0.051,0.022,0.026,1285436.0,1477897.113086
29674,0.025,0.019,0.022,0.031,0.016,0.023,0.028,0.034,0.036,0.029,0.032,0.027,0.027,0.032,0.021,0.016,0.023,0.03,0.021,0.023,0.04,0.028,0.024,0.028,0.025,0.032,0.023,0.026,0.024,0.028,0.06,0.038,0.02,0.018,1013391.0,1202300.289324
29675,0.017,0.02,0.018,0.034,0.017,0.027,0.024,0.027,0.027,0.031,0.03,0.03,0.019,0.02,0.008,0.016,0.018,0.029,0.032,0.027,0.02,0.017,0.022,0.022,0.021,0.026,0.02,0.019,0.015,0.023,0.044,0.027,0.026,0.026,1155958.0,1464993.813177
29676,0.018,0.015,0.016,0.032,0.019,0.024,0.02,0.028,0.025,0.026,0.029,0.025,0.024,0.026,0.017,0.013,0.02,0.027,0.02,0.023,0.019,0.018,0.025,0.021,0.023,0.028,0.021,0.021,0.016,0.022,0.046,0.028,0.024,0.024,1133070.0,1486911.608861
29677,0.017,0.015,0.021,0.029,0.014,0.026,0.03,0.03,0.027,0.028,0.03,0.029,0.024,0.026,0.012,0.016,0.023,0.046,0.027,0.028,0.037,0.024,0.026,0.025,0.031,0.033,0.024,0.022,0.019,0.03,0.047,0.034,0.026,0.026,1141122.0,1332740.295507
29678,0.02,0.018,0.019,0.032,0.04,0.026,0.024,0.034,0.03,0.031,0.036,0.029,0.031,0.027,0.03,0.016,0.022,0.039,0.022,0.028,0.031,0.023,0.034,0.02,0.022,0.03,0.026,0.024,0.018,0.025,0.041,0.037,0.023,0.03,1257974.0,1276286.283261
29679,0.017,0.023,0.026,0.035,0.033,0.023,0.03,0.035,0.029,0.03,0.03,0.028,0.026,0.026,0.011,0.02,0.025,0.039,0.033,0.025,0.024,0.02,0.019,0.023,0.026,0.029,0.023,0.021,0.02,0.026,0.037,0.02,0.022,0.028,1253317.0,1277470.244141
