lh.aparc.gauscurv,lh_bankssts_gauscurv,lh_caudalanteriorcingulate_gauscurv,lh_caudalmiddlefrontal_gauscurv,lh_cuneus_gauscurv,lh_entorhinal_gauscurv,lh_fusiform_gauscurv,lh_inferiorparietal_gauscurv,lh_inferiortemporal_gauscurv,lh_isthmuscingulate_gauscurv,lh_lateraloccipital_gauscurv,lh_lateralorbitofrontal_gauscurv,lh_lingual_gauscurv,lh_medialorbitofrontal_gauscurv,lh_middletemporal_gauscurv,lh_parahippocampal_gauscurv,lh_paracentral_gauscurv,lh_parsopercularis_gauscurv,lh_parsorbitalis_gauscurv,lh_parstriangularis_gauscurv,lh_pericalcarine_gauscurv,lh_postcentral_gauscurv,lh_posteriorcingulate_gauscurv,lh_precentral_gauscurv,lh_precuneus_gauscurv,lh_rostralanteriorcingulate_gauscurv,lh_rostralmiddlefrontal_gauscurv,lh_superiorfrontal_gauscurv,lh_superiorparietal_gauscurv,lh_superiortemporal_gauscurv,lh_supramarginal_gauscurv,lh_frontalpole_gauscurv,lh_temporalpole_gauscurv,lh_transversetemporal_gauscurv,lh_insula_gauscurv,BrainSegVolNotVent,eTIV
51224,0.02,0.023,0.021,0.034,0.033,0.03,0.02,0.027,0.024,0.029,0.032,0.029,0.035,0.03,0.018,0.017,0.019,0.033,0.024,0.033,0.022,0.022,0.021,0.021,0.036,0.028,0.025,0.021,0.021,0.027,0.045,0.033,0.039,0.036,1283522.0,1585169.807986
51225,0.02,0.028,0.023,0.04,0.037,0.028,0.027,0.028,0.032,0.033,0.036,0.04,0.032,0.029,0.027,0.023,0.027,0.043,0.031,0.03,0.026,0.031,0.023,0.028,0.035,0.035,0.031,0.028,0.027,0.03,0.063,0.047,0.04,0.032,1104933.0,1359440.565858
51226,0.02,0.024,0.031,0.034,0.042,0.032,0.024,0.03,0.029,0.03,0.038,0.035,0.044,0.032,0.035,0.023,0.031,0.053,0.033,0.031,0.029,0.025,0.025,0.028,0.027,0.037,0.036,0.028,0.026,0.032,0.048,0.052,0.031,0.036,1100458.0,1289265.270907
51227,0.024,0.02,0.036,0.038,0.039,0.038,0.035,0.039,0.039,0.035,0.045,0.04,0.038,0.036,0.026,0.033,0.03,0.048,0.03,0.043,0.035,0.032,0.039,0.038,0.032,0.049,0.038,0.037,0.034,0.037,0.073,0.061,0.043,0.034,1249871.0,1636933.257785
51228,0.027,0.025,0.029,0.047,0.031,0.034,0.025,0.033,0.033,0.033,0.038,0.035,0.043,0.031,0.022,0.025,0.026,0.069,0.032,0.03,0.03,0.029,0.026,0.028,0.043,0.044,0.039,0.03,0.025,0.027,0.07,0.072,0.035,0.039,1147139.0,1359900.991435
51229,0.018,0.021,0.024,0.034,0.043,0.03,0.024,0.028,0.035,0.032,0.033,0.039,0.032,0.03,0.019,0.02,0.021,0.041,0.026,0.037,0.027,0.031,0.023,0.027,0.03,0.029,0.027,0.025,0.027,0.027,0.05,0.029,0.033,0.028,1222423.0,1536302.117411
51230,0.012,0.019,0.024,0.038,0.025,0.029,0.024,0.028,0.027,0.034,0.031,0.031,0.032,0.029,0.031,0.024,0.022,0.032,0.026,0.025,0.024,0.03,0.024,0.026,0.024,0.032,0.027,0.026,0.02,0.028,0.042,0.039,0.024,0.046,1107479.0,1428037.419014
51231,0.015,0.015,0.023,0.037,0.025,0.024,0.023,0.028,0.029,0.027,0.032,0.03,0.037,0.024,0.022,0.018,0.024,0.029,0.027,0.025,0.025,0.024,0.022,0.023,0.028,0.03,0.024,0.022,0.019,0.024,0.05,0.029,0.028,0.033,1280127.0,1468966.567762
51234,0.021,0.015,0.021,0.033,0.052,0.025,0.025,0.031,0.032,0.031,0.03,0.037,0.038,0.032,0.021,0.02,0.023,0.037,0.019,0.031,0.026,0.028,0.021,0.029,0.029,0.03,0.027,0.026,0.02,0.025,0.064,0.049,0.019,0.028,1145346.0,1334385.386539
51235,0.018,0.02,0.021,0.034,0.04,0.025,0.021,0.022,0.026,0.024,0.026,0.03,0.027,0.025,0.029,0.021,0.02,0.035,0.022,0.03,0.02,0.026,0.02,0.022,0.023,0.031,0.025,0.02,0.017,0.025,0.052,0.035,0.031,0.025,1344081.0,1609474.030641
51236,0.025,0.015,0.023,0.03,0.045,0.029,0.025,0.033,0.027,0.032,0.029,0.034,0.038,0.03,0.018,0.023,0.024,0.029,0.019,0.035,0.027,0.032,0.022,0.023,0.038,0.035,0.026,0.023,0.023,0.029,0.042,0.056,0.022,0.026,1128747.0,1355131.577322
51237,0.019,0.02,0.02,0.033,0.025,0.025,0.023,0.028,0.025,0.029,0.033,0.031,0.029,0.023,0.019,0.024,0.022,0.032,0.023,0.029,0.022,0.025,0.02,0.024,0.03,0.027,0.025,0.022,0.022,0.022,0.037,0.028,0.024,0.029,1200922.0,1563054.222162
51238,0.022,0.023,0.034,0.039,0.055,0.048,0.032,0.043,0.037,0.045,0.048,0.043,0.047,0.039,0.046,0.042,0.036,0.044,0.042,0.042,0.035,0.034,0.038,0.029,0.037,0.043,0.044,0.031,0.03,0.031,0.065,0.078,0.044,0.043,1277741.0,1646278.213942
51239,0.014,0.027,0.03,0.037,0.037,0.03,0.027,0.029,0.029,0.034,0.036,0.036,0.036,0.032,0.024,0.027,0.024,0.028,0.022,0.036,0.025,0.028,0.026,0.024,0.043,0.034,0.03,0.027,0.02,0.024,0.051,0.035,0.026,0.04,1307639.0,1562530.245548
51240,0.016,0.028,0.024,0.038,0.027,0.028,0.024,0.026,0.027,0.029,0.031,0.03,0.037,0.026,0.018,0.021,0.022,0.036,0.022,0.029,0.026,0.024,0.022,0.026,0.027,0.033,0.027,0.024,0.021,0.027,0.05,0.047,0.027,0.03,1224492.0,1537907.085291
51241,0.016,0.016,0.02,0.031,0.021,0.025,0.023,0.023,0.027,0.028,0.03,0.034,0.029,0.026,0.022,0.022,0.019,0.034,0.023,0.034,0.022,0.02,0.019,0.026,0.026,0.029,0.024,0.023,0.017,0.022,0.035,0.038,0.023,0.028,1146519.0,1314420.549524
51248,0.019,0.019,0.026,0.036,0.023,0.028,0.025,0.029,0.03,0.032,0.03,0.037,0.035,0.028,0.032,0.025,0.02,0.044,0.028,0.033,0.025,0.029,0.023,0.027,0.037,0.032,0.028,0.022,0.023,0.027,0.039,0.043,0.029,0.033,1195693.0,1491257.906691
51249,0.017,0.017,0.02,0.037,0.033,0.027,0.029,0.029,0.027,0.032,0.03,0.036,0.031,0.029,0.021,0.02,0.024,0.036,0.024,0.027,0.026,0.025,0.02,0.023,0.032,0.031,0.027,0.026,0.02,0.029,0.05,0.039,0.019,0.034,1322053.0,1605640.821581
51250,0.02,0.036,0.036,0.047,0.041,0.033,0.026,0.04,0.032,0.032,0.038,0.036,0.038,0.037,0.024,0.031,0.028,0.041,0.036,0.034,0.036,0.029,0.032,0.03,0.041,0.044,0.036,0.027,0.031,0.031,0.071,0.052,0.058,0.036,1253871.0,1620363.359138
51251,0.021,0.021,0.028,0.049,0.028,0.03,0.029,0.034,0.03,0.039,0.038,0.039,0.042,0.027,0.028,0.021,0.025,0.049,0.025,0.033,0.027,0.028,0.026,0.029,0.025,0.035,0.032,0.03,0.025,0.03,0.056,0.048,0.026,0.03,962276.0,1218552.202706
51252,0.015,0.031,0.025,0.032,0.029,0.029,0.026,0.027,0.034,0.029,0.032,0.041,0.036,0.028,0.019,0.023,0.024,0.033,0.029,0.038,0.024,0.026,0.022,0.026,0.025,0.03,0.029,0.025,0.022,0.03,0.065,0.057,0.024,0.029,1298626.0,1589549.485708
51253,0.019,0.022,0.024,0.032,0.031,0.029,0.023,0.031,0.025,0.03,0.039,0.035,0.039,0.024,0.024,0.023,0.021,0.035,0.026,0.043,0.025,0.026,0.025,0.025,0.034,0.033,0.03,0.023,0.024,0.025,0.048,0.045,0.029,0.036,1281929.0,1556892.682668
51254,0.019,0.019,0.025,0.035,0.038,0.03,0.024,0.031,0.026,0.03,0.034,0.035,0.038,0.027,0.027,0.021,0.02,0.032,0.023,0.041,0.027,0.029,0.024,0.025,0.025,0.029,0.028,0.025,0.023,0.027,0.05,0.041,0.025,0.03,1253239.0,1582108.792923
51255,0.015,0.016,0.021,0.029,0.017,0.024,0.025,0.024,0.027,0.026,0.029,0.03,0.03,0.023,0.015,0.021,0.022,0.034,0.022,0.033,0.023,0.02,0.019,0.025,0.02,0.028,0.024,0.023,0.019,0.026,0.04,0.038,0.026,0.024,1118842.0,1407961.829921
51256,0.017,0.019,0.024,0.04,0.023,0.032,0.024,0.031,0.029,0.029,0.032,0.037,0.033,0.025,0.019,0.023,0.021,0.03,0.022,0.027,0.025,0.025,0.023,0.028,0.025,0.028,0.03,0.024,0.021,0.023,0.041,0.039,0.028,0.032,1228819.0,1569621.493946
51257,0.018,0.027,0.025,0.043,0.041,0.031,0.027,0.033,0.029,0.032,0.034,0.037,0.038,0.028,0.017,0.026,0.023,0.04,0.027,0.032,0.027,0.026,0.022,0.028,0.027,0.031,0.029,0.028,0.025,0.03,0.065,0.048,0.031,0.032,1035444.0,1296548.240112
51258,0.024,0.032,0.033,0.054,0.037,0.039,0.034,0.035,0.038,0.043,0.037,0.052,0.041,0.039,0.018,0.029,0.031,0.047,0.031,0.042,0.041,0.036,0.033,0.04,0.049,0.04,0.04,0.038,0.033,0.034,0.095,0.073,0.037,0.043,1115557.0,1400293.545632
51259,0.027,0.021,0.022,0.034,0.052,0.031,0.026,0.032,0.03,0.032,0.034,0.033,0.041,0.033,0.027,0.023,0.026,0.048,0.027,0.037,0.029,0.027,0.026,0.027,0.04,0.039,0.031,0.028,0.028,0.03,0.045,0.03,0.023,0.04,1201172.0,1439512.403425
51260,0.019,0.021,0.021,0.036,0.044,0.025,0.024,0.026,0.027,0.034,0.033,0.035,0.036,0.022,0.021,0.021,0.025,0.033,0.023,0.036,0.025,0.027,0.021,0.023,0.03,0.028,0.026,0.024,0.022,0.028,0.046,0.036,0.022,0.025,1132948.0,1300403.07627
51261,0.019,0.031,0.024,0.034,0.04,0.031,0.023,0.027,0.029,0.032,0.029,0.032,0.034,0.025,0.027,0.022,0.02,0.029,0.025,0.034,0.022,0.02,0.019,0.02,0.033,0.031,0.026,0.023,0.022,0.026,0.039,0.045,0.024,0.036,1200231.0,1491573.957774
51262,0.013,0.018,0.026,0.04,0.041,0.03,0.024,0.028,0.029,0.027,0.029,0.033,0.037,0.025,0.027,0.021,0.023,0.036,0.026,0.029,0.022,0.021,0.02,0.025,0.022,0.03,0.025,0.024,0.022,0.024,0.054,0.043,0.023,0.023,1210139.0,1399979.60897
51263,0.022,0.016,0.025,0.037,0.043,0.031,0.025,0.035,0.033,0.035,0.032,0.036,0.041,0.029,0.023,0.023,0.025,0.036,0.022,0.03,0.028,0.028,0.028,0.029,0.028,0.032,0.032,0.026,0.023,0.03,0.044,0.05,0.029,0.024,1159385.0,1453378.434693
51264,0.021,0.02,0.02,0.038,0.025,0.024,0.025,0.027,0.025,0.031,0.032,0.033,0.029,0.026,0.012,0.02,0.019,0.032,0.028,0.026,0.02,0.023,0.02,0.024,0.027,0.032,0.026,0.025,0.023,0.025,0.043,0.033,0.019,0.024,1081032.0,1406241.28044
51265,0.017,0.022,0.024,0.038,0.024,0.022,0.023,0.033,0.03,0.028,0.029,0.035,0.035,0.027,0.017,0.024,0.026,0.043,0.024,0.041,0.028,0.023,0.024,0.026,0.036,0.03,0.028,0.022,0.021,0.028,0.062,0.034,0.024,0.031,1243048.0,1599432.646742
51266,0.016,0.023,0.023,0.031,0.028,0.024,0.022,0.024,0.026,0.027,0.029,0.033,0.032,0.027,0.022,0.018,0.017,0.028,0.02,0.038,0.023,0.024,0.022,0.023,0.03,0.031,0.025,0.022,0.018,0.026,0.041,0.035,0.022,0.031,1182192.0,1388276.910602
51267,0.015,0.019,0.021,0.032,0.037,0.026,0.021,0.026,0.033,0.026,0.029,0.029,0.035,0.025,0.021,0.019,0.02,0.028,0.025,0.024,0.022,0.023,0.019,0.026,0.03,0.031,0.025,0.021,0.018,0.022,0.044,0.031,0.021,0.03,1161348.0,1477034.338005
51268,0.019,0.027,0.027,0.043,0.034,0.028,0.029,0.03,0.034,0.037,0.037,0.034,0.038,0.032,0.022,0.028,0.022,0.043,0.022,0.038,0.028,0.029,0.029,0.032,0.041,0.035,0.033,0.031,0.026,0.029,0.056,0.038,0.028,0.035,1223839.0,1525442.203324
51269,0.016,0.02,0.023,0.042,0.03,0.026,0.023,0.027,0.028,0.029,0.027,0.036,0.035,0.022,0.018,0.022,0.019,0.031,0.023,0.031,0.023,0.024,0.022,0.026,0.031,0.027,0.029,0.024,0.018,0.022,0.039,0.029,0.031,0.027,1332775.0,1660005.330543
51271,0.015,0.021,0.02,0.032,0.032,0.029,0.022,0.027,0.039,0.031,0.03,0.039,0.034,0.028,0.025,0.025,0.02,0.038,0.021,0.03,0.025,0.023,0.021,0.024,0.029,0.026,0.027,0.025,0.022,0.027,0.052,0.031,0.026,0.033,1341704.0,1593306.469618
51272,0.022,0.017,0.028,0.034,0.048,0.027,0.03,0.035,0.03,0.035,0.034,0.036,0.037,0.027,0.017,0.026,0.031,0.038,0.031,0.032,0.029,0.024,0.026,0.026,0.029,0.035,0.029,0.026,0.024,0.024,0.046,0.053,0.027,0.032,1037898.0,1227664.496501
51273,0.019,0.033,0.025,0.032,0.026,0.025,0.027,0.026,0.028,0.033,0.033,0.034,0.037,0.028,0.023,0.024,0.026,0.037,0.02,0.03,0.026,0.025,0.022,0.022,0.035,0.032,0.033,0.023,0.02,0.027,0.046,0.03,0.023,0.038,1243239.0,1497696.443425
51274,0.021,0.027,0.034,0.056,0.03,0.039,0.04,0.038,0.032,0.042,0.036,0.046,0.034,0.035,0.027,0.034,0.028,0.037,0.029,0.041,0.036,0.031,0.038,0.038,0.037,0.04,0.042,0.039,0.025,0.038,0.056,0.049,0.033,0.035,1155252.0,1412521.489092
51275,0.013,0.017,0.022,0.035,0.029,0.029,0.023,0.025,0.035,0.029,0.031,0.039,0.036,0.024,0.02,0.018,0.023,0.029,0.025,0.033,0.02,0.032,0.022,0.027,0.034,0.029,0.026,0.023,0.023,0.027,0.041,0.036,0.026,0.031,1094843.0,1380871.970637
51276,0.017,0.02,0.022,0.038,0.022,0.027,0.024,0.028,0.033,0.032,0.033,0.035,0.032,0.028,0.02,0.024,0.024,0.027,0.028,0.036,0.024,0.031,0.022,0.026,0.03,0.034,0.03,0.023,0.023,0.025,0.07,0.033,0.03,0.039,1360502.0,1655660.361209
51277,0.02,0.02,0.025,0.03,0.021,0.028,0.027,0.033,0.028,0.024,0.03,0.034,0.035,0.029,0.018,0.02,0.024,0.028,0.027,0.025,0.024,0.029,0.021,0.027,0.035,0.029,0.026,0.021,0.021,0.023,0.041,0.044,0.029,0.028,1281465.0,1490458.305253
51278,0.017,0.023,0.023,0.043,0.033,0.029,0.03,0.032,0.029,0.033,0.036,0.035,0.042,0.026,0.02,0.02,0.03,0.045,0.025,0.028,0.026,0.028,0.023,0.025,0.03,0.039,0.031,0.031,0.024,0.024,0.067,0.048,0.029,0.037,1229521.0,1461985.680685
51279,0.012,0.017,0.021,0.032,0.023,0.024,0.02,0.023,0.023,0.026,0.028,0.032,0.026,0.022,0.022,0.016,0.018,0.024,0.02,0.028,0.019,0.021,0.018,0.022,0.02,0.024,0.023,0.02,0.018,0.02,0.047,0.027,0.019,0.034,1240831.0,1518505.033153
51280,0.016,0.028,0.028,0.036,0.06,0.028,0.026,0.031,0.029,0.036,0.032,0.04,0.037,0.028,0.032,0.023,0.027,0.048,0.029,0.034,0.024,0.03,0.022,0.027,0.036,0.038,0.031,0.024,0.025,0.028,0.098,0.035,0.03,0.032,1175693.0,1445345.662963
51281,0.018,0.019,0.024,0.031,0.031,0.029,0.028,0.029,0.028,0.028,0.037,0.035,0.042,0.024,0.023,0.023,0.022,0.035,0.019,0.029,0.023,0.028,0.024,0.028,0.035,0.03,0.032,0.025,0.021,0.023,0.042,0.042,0.031,0.032,1174775.0,1445802.424618
51282,0.022,0.043,0.031,0.042,0.038,0.037,0.032,0.037,0.033,0.036,0.04,0.041,0.038,0.032,0.032,0.027,0.033,0.05,0.034,0.037,0.032,0.029,0.031,0.032,0.05,0.039,0.036,0.033,0.024,0.035,0.068,0.058,0.034,0.038,996654.0,1219923.408787
51291,0.017,0.024,0.02,0.033,0.024,0.03,0.021,0.031,0.025,0.029,0.028,0.033,0.033,0.024,0.029,0.022,0.023,0.023,0.03,0.039,0.021,0.022,0.022,0.02,0.032,0.028,0.024,0.021,0.022,0.023,0.046,0.058,0.03,0.032,1299141.0,1677260.464566
51292,0.016,0.02,0.024,0.037,0.039,0.028,0.023,0.031,0.027,0.031,0.038,0.034,0.04,0.028,0.018,0.026,0.025,0.054,0.023,0.032,0.029,0.022,0.028,0.03,0.026,0.039,0.034,0.029,0.021,0.03,0.08,0.045,0.027,0.028,1049411.0,1363337.079693
51293,0.022,0.02,0.03,0.038,0.035,0.027,0.029,0.024,0.03,0.033,0.035,0.043,0.043,0.029,0.016,0.028,0.025,0.031,0.027,0.033,0.024,0.025,0.023,0.03,0.032,0.041,0.031,0.027,0.025,0.028,0.079,0.038,0.022,0.032,1080167.0,1230907.154314
51294,0.022,0.021,0.023,0.036,0.031,0.026,0.022,0.027,0.025,0.029,0.031,0.029,0.031,0.027,0.017,0.019,0.022,0.036,0.025,0.04,0.024,0.022,0.022,0.025,0.037,0.028,0.025,0.019,0.022,0.025,0.044,0.046,0.025,0.033,1379842.0,1722177.892801
51295,0.015,0.023,0.025,0.043,0.031,0.033,0.027,0.028,0.028,0.034,0.033,0.04,0.037,0.03,0.024,0.02,0.02,0.043,0.025,0.038,0.027,0.032,0.026,0.026,0.027,0.034,0.03,0.033,0.021,0.03,0.066,0.046,0.025,0.03,1220783.0,1482019.547368
51296,0.109,0.044,0.07,0.084,0.0,0.069,0.085,0.085,0.054,0.09,0.072,0.06,0.064,0.088,0.0,0.06,0.103,0.08,0.08,0.104,0.067,0.07,0.083,0.073,0.042,0.065,0.065,0.082,0.076,0.084,0.141,0.142,0.032,0.041,632170.0,1399788.340984
51297,0.02,0.027,0.026,0.039,0.047,0.032,0.025,0.034,0.029,0.033,0.03,0.04,0.043,0.035,0.027,0.024,0.024,0.05,0.027,0.034,0.027,0.029,0.025,0.027,0.025,0.037,0.031,0.026,0.029,0.028,0.058,0.047,0.035,0.034,1114472.0,1460810.929141
51298,0.019,0.016,0.024,0.036,0.023,0.027,0.023,0.024,0.032,0.032,0.03,0.035,0.032,0.027,0.02,0.022,0.02,0.035,0.026,0.036,0.024,0.028,0.024,0.025,0.035,0.03,0.027,0.022,0.022,0.025,0.048,0.045,0.022,0.03,1423616.0,1691902.935437
51299,0.022,0.03,0.031,0.043,0.045,0.034,0.033,0.031,0.027,0.033,0.037,0.039,0.037,0.032,0.024,0.031,0.031,0.038,0.027,0.029,0.027,0.034,0.03,0.037,0.033,0.043,0.036,0.033,0.027,0.031,0.065,0.048,0.03,0.037,1234320.0,1616783.306885
51300,0.017,0.018,0.023,0.033,0.028,0.028,0.026,0.029,0.027,0.032,0.03,0.036,0.032,0.029,0.027,0.021,0.02,0.039,0.026,0.03,0.024,0.027,0.022,0.026,0.029,0.033,0.027,0.023,0.023,0.026,0.036,0.034,0.026,0.041,1240992.0,1559472.171039
51301,0.024,0.023,0.03,0.037,0.053,0.026,0.031,0.03,0.032,0.038,0.031,0.035,0.035,0.027,0.025,0.028,0.022,0.033,0.027,0.039,0.026,0.031,0.024,0.031,0.038,0.036,0.032,0.028,0.024,0.03,0.045,0.037,0.038,0.035,1215502.0,1563269.085375
51302,0.015,0.024,0.019,0.034,0.025,0.029,0.028,0.027,0.03,0.032,0.036,0.033,0.03,0.027,0.022,0.023,0.023,0.03,0.025,0.04,0.025,0.024,0.022,0.029,0.039,0.032,0.028,0.024,0.022,0.026,0.056,0.033,0.021,0.033,1337435.0,1575979.383149
51303,0.022,0.034,0.023,0.034,0.032,0.032,0.024,0.028,0.034,0.032,0.029,0.041,0.034,0.025,0.023,0.025,0.026,0.029,0.024,0.037,0.022,0.028,0.022,0.028,0.032,0.032,0.028,0.024,0.022,0.023,0.043,0.035,0.029,0.029,1175759.0,1471662.049851
51304,0.016,0.021,0.028,0.042,0.029,0.026,0.025,0.031,0.028,0.031,0.033,0.04,0.041,0.023,0.032,0.022,0.027,0.035,0.025,0.028,0.027,0.024,0.025,0.026,0.037,0.033,0.028,0.026,0.022,0.024,0.053,0.047,0.026,0.028,1345542.0,1538976.80252
51305,0.018,0.034,0.031,0.035,0.046,0.036,0.039,0.035,0.029,0.034,0.036,0.04,0.041,0.036,0.027,0.027,0.028,0.035,0.041,0.035,0.032,0.031,0.03,0.035,0.029,0.043,0.035,0.028,0.025,0.037,0.078,0.06,0.03,0.032,1054537.0,1096942.374887
51306,0.012,0.024,0.026,0.031,0.024,0.029,0.024,0.029,0.028,0.031,0.031,0.033,0.026,0.025,0.022,0.021,0.022,0.036,0.024,0.033,0.024,0.026,0.021,0.03,0.027,0.029,0.025,0.024,0.017,0.024,0.069,0.035,0.018,0.038,1281476.0,1546128.02596
51307,0.014,0.021,0.022,0.038,0.038,0.028,0.024,0.032,0.03,0.033,0.035,0.033,0.035,0.028,0.03,0.028,0.023,0.032,0.022,0.025,0.025,0.033,0.023,0.026,0.039,0.03,0.029,0.025,0.025,0.026,0.033,0.052,0.023,0.037,1204837.0,1441226.277335
51308,0.027,0.023,0.021,0.038,0.024,0.027,0.028,0.033,0.026,0.031,0.033,0.037,0.032,0.027,0.023,0.025,0.022,0.032,0.025,0.029,0.027,0.024,0.021,0.027,0.025,0.03,0.025,0.024,0.021,0.023,0.034,0.034,0.021,0.028,1498826.0,1695669.124387
51309,0.021,0.022,0.022,0.04,0.028,0.026,0.026,0.029,0.033,0.032,0.037,0.036,0.03,0.027,0.024,0.028,0.026,0.036,0.022,0.038,0.027,0.031,0.025,0.031,0.036,0.035,0.03,0.027,0.024,0.031,0.062,0.062,0.032,0.036,1168793.0,1384092.657415
51311,0.024,0.019,0.019,0.033,0.035,0.025,0.024,0.032,0.024,0.027,0.032,0.032,0.032,0.026,0.017,0.018,0.021,0.036,0.025,0.028,0.022,0.022,0.017,0.025,0.02,0.035,0.023,0.023,0.019,0.023,0.047,0.033,0.019,0.03,1119102.0,1312447.040514
51312,0.031,0.03,0.05,0.053,0.083,0.044,0.039,0.054,0.049,0.053,0.047,0.057,0.049,0.056,0.038,0.05,0.051,0.064,0.043,0.057,0.057,0.042,0.054,0.047,0.052,0.056,0.058,0.053,0.049,0.063,0.069,0.16,0.047,0.047,960529.0,1565314.36047
51313,0.01,0.032,0.021,0.033,0.059,0.029,0.025,0.028,0.029,0.032,0.031,0.037,0.032,0.029,0.021,0.021,0.022,0.028,0.022,0.039,0.026,0.022,0.021,0.026,0.033,0.029,0.028,0.023,0.026,0.025,0.053,0.036,0.037,0.031,1246979.0,1528096.036365
51314,0.024,0.049,0.043,0.048,0.065,0.04,0.033,0.04,0.043,0.041,0.042,0.038,0.05,0.038,0.035,0.031,0.036,0.058,0.042,0.046,0.043,0.035,0.041,0.038,0.039,0.05,0.041,0.039,0.031,0.039,0.062,0.058,0.038,0.034,1055809.0,1424183.875862
51315,0.016,0.018,0.022,0.031,0.029,0.024,0.022,0.025,0.027,0.028,0.031,0.032,0.031,0.025,0.013,0.023,0.018,0.033,0.023,0.028,0.024,0.025,0.02,0.025,0.025,0.027,0.023,0.022,0.021,0.024,0.04,0.029,0.026,0.033,1285203.0,1549858.985511
51316,0.026,0.041,0.04,0.046,0.046,0.04,0.037,0.038,0.04,0.04,0.05,0.053,0.047,0.041,0.026,0.032,0.043,0.056,0.038,0.037,0.036,0.037,0.031,0.035,0.031,0.05,0.043,0.039,0.037,0.039,0.077,0.065,0.035,0.049,1172866.0,1586383.91959
51317,0.022,0.03,0.028,0.041,0.034,0.035,0.027,0.035,0.031,0.033,0.037,0.034,0.041,0.029,0.03,0.033,0.04,0.034,0.038,0.03,0.03,0.03,0.027,0.028,0.036,0.037,0.037,0.028,0.03,0.033,0.076,0.054,0.037,0.033,1262475.0,1630410.628848
51318,0.022,0.032,0.027,0.039,0.036,0.033,0.028,0.037,0.032,0.033,0.031,0.039,0.028,0.034,0.042,0.032,0.024,0.025,0.026,0.042,0.034,0.027,0.033,0.027,0.037,0.032,0.03,0.026,0.025,0.031,0.038,0.046,0.035,0.04,1288343.0,1656726.204201
51319,0.025,0.026,0.027,0.041,0.039,0.034,0.028,0.038,0.037,0.035,0.039,0.044,0.034,0.037,0.028,0.028,0.028,0.038,0.025,0.036,0.037,0.029,0.031,0.031,0.034,0.038,0.032,0.03,0.03,0.031,0.052,0.047,0.049,0.045,1254675.0,1663328.275032
51320,0.032,0.028,0.029,0.044,0.044,0.038,0.028,0.034,0.04,0.036,0.036,0.047,0.033,0.032,0.031,0.035,0.031,0.037,0.03,0.049,0.033,0.035,0.035,0.032,0.036,0.034,0.033,0.028,0.027,0.035,0.053,0.047,0.042,0.047,1245741.0,1603493.913313
51321,0.028,0.022,0.032,0.041,0.045,0.038,0.033,0.033,0.034,0.04,0.038,0.043,0.038,0.035,0.047,0.041,0.033,0.03,0.031,0.041,0.033,0.038,0.035,0.034,0.037,0.034,0.035,0.033,0.03,0.036,0.059,0.051,0.036,0.042,1082759.0,1411316.24818
51322,0.021,0.022,0.027,0.036,0.043,0.034,0.025,0.037,0.038,0.033,0.039,0.04,0.039,0.034,0.035,0.027,0.032,0.044,0.03,0.041,0.028,0.03,0.029,0.029,0.041,0.037,0.032,0.024,0.028,0.031,0.056,0.04,0.042,0.044,1120255.0,1384006.969745
51323,0.032,0.03,0.036,0.053,0.05,0.041,0.031,0.04,0.039,0.043,0.037,0.059,0.034,0.042,0.043,0.048,0.033,0.032,0.03,0.05,0.039,0.036,0.047,0.04,0.039,0.036,0.041,0.031,0.033,0.04,0.054,0.043,0.045,0.057,1288461.0,1707256.048375
51324,0.021,0.021,0.032,0.044,0.035,0.04,0.032,0.044,0.039,0.036,0.04,0.045,0.035,0.035,0.025,0.039,0.032,0.044,0.033,0.038,0.038,0.035,0.039,0.034,0.037,0.042,0.035,0.029,0.026,0.036,0.067,0.047,0.04,0.038,1068349.0,1423677.164278
51325,0.023,0.038,0.029,0.045,0.041,0.035,0.03,0.033,0.035,0.033,0.037,0.041,0.041,0.033,0.028,0.03,0.031,0.031,0.03,0.038,0.032,0.037,0.035,0.029,0.03,0.032,0.034,0.028,0.034,0.034,0.048,0.052,0.05,0.049,1011714.0,1383416.704827
51326,0.026,0.025,0.036,0.047,0.038,0.039,0.029,0.036,0.044,0.034,0.037,0.046,0.033,0.037,0.039,0.041,0.031,0.048,0.03,0.044,0.04,0.034,0.045,0.038,0.039,0.039,0.036,0.03,0.035,0.036,0.041,0.047,0.044,0.048,1244306.0,1686585.736098
51327,0.026,0.036,0.034,0.047,0.05,0.04,0.031,0.043,0.045,0.04,0.042,0.051,0.04,0.033,0.034,0.041,0.034,0.042,0.027,0.05,0.038,0.039,0.04,0.04,0.042,0.034,0.034,0.034,0.032,0.037,0.054,0.044,0.048,0.049,1267135.0,1713846.965202
51328,0.026,0.03,0.034,0.036,0.049,0.036,0.029,0.039,0.04,0.031,0.036,0.037,0.028,0.036,0.026,0.029,0.029,0.035,0.03,0.035,0.033,0.036,0.032,0.031,0.035,0.033,0.033,0.029,0.032,0.034,0.039,0.064,0.05,0.034,1366749.0,1786980.719191
51329,0.023,0.027,0.026,0.037,0.044,0.04,0.028,0.043,0.038,0.033,0.039,0.041,0.046,0.036,0.036,0.03,0.027,0.036,0.031,0.041,0.037,0.038,0.035,0.031,0.04,0.035,0.034,0.028,0.03,0.034,0.049,0.048,0.047,0.045,1333355.0,1773603.121575
